model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,hp_combination,finished_at,base_lr,max_lr,cycle_size,model_kwargs.lm_freeze_layer_count,pretrained_weight_path
esm-t33-gearnet-pretrained,0,0.5424,0.531,0.4143,0.7632,0.8046,0.7136,-2.0,159,2024-09-24 12:06:58,0.0003,0.003,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.4649,0.3889,0.3286,0.7188,0.6854,0.5666,-5.0,168,2024-09-24 12:07:08,0.0003,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.5435,0.4682,0.4429,0.7209,0.7197,0.7059,-5.0,169,2024-09-24 12:07:18,0.0003,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.5108,0.5084,0.4857,0.5965,0.7729,0.6929,-4.8,170,2024-09-24 12:07:28,0.0003,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.4906,0.5229,0.4857,0.5574,0.8026,0.6771,-4.2,171,2024-09-24 12:07:37,0.0003,0.005,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.6108,0.5224,0.4429,0.8857,0.7518,0.7297,-1.8,172,2024-09-24 12:07:50,0.0003,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.4792,0.5254,0.5,0.5224,0.7371,0.7099,-2.6,173,2024-09-24 12:08:03,0.0003,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.512,0.4911,0.4143,0.6905,0.7543,0.7111,-1.0,174,2024-09-24 12:08:16,0.0003,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.5617,0.5115,0.3714,0.8966,0.7766,0.7155,0.0,175,2024-09-24 12:08:29,0.0003,0.005,6.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.4665,0.5103,0.2571,0.9,0.755,0.7529,1.2,176,2024-09-24 12:08:49,0.0003,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.5095,0.4968,0.3857,0.7297,0.7803,0.7474,-0.8,177,2024-09-24 12:09:08,0.0003,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.4688,0.4512,0.3143,0.7586,0.7593,0.743,-0.2,178,2024-09-24 12:09:27,0.0003,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,0,0.5097,0.5007,0.4571,0.6275,0.7962,0.7283,-2.8,179,2024-09-24 12:09:46,0.0003,0.005,10.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4229,0.4287,0.6,0.3652,0.8515,0.6006,-1.2,0,2024-09-24 12:09:57,3e-05,0.0003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4426,0.4623,0.3857,0.5745,0.8532,0.6242,0.2,1,2024-09-24 12:10:07,3e-05,0.0003,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.512,0.5126,0.4143,0.6905,0.8575,0.6235,0.0,2,2024-09-24 12:10:17,3e-05,0.0003,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5092,0.5317,0.3571,0.7812,0.8583,0.6303,0.0,3,2024-09-24 12:10:27,3e-05,0.0003,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4847,0.474,0.5286,0.5068,0.828,0.6367,-2.4,12,2024-09-24 12:10:37,3e-05,0.001,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4772,0.4891,0.4571,0.5614,0.8394,0.6139,-0.8,13,2024-09-24 12:10:48,3e-05,0.001,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4869,0.526,0.3857,0.675,0.8486,0.6306,0.0,14,2024-09-24 12:10:58,3e-05,0.001,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4871,0.523,0.3429,0.75,0.8485,0.6303,0.0,15,2024-09-24 12:11:07,3e-05,0.001,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5143,0.515,0.4,0.7179,0.7807,0.6284,-0.4,24,2024-09-24 12:11:18,3e-05,0.002,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5005,0.5213,0.4857,0.5763,0.7896,0.6331,-2.2,25,2024-09-24 12:11:28,3e-05,0.002,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5125,0.5269,0.3286,0.8519,0.8057,0.6439,0.2,26,2024-09-24 12:11:38,3e-05,0.002,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4859,0.5268,0.4,0.6512,0.8074,0.6213,-1.0,27,2024-09-24 12:11:48,3e-05,0.002,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5276,0.5542,0.5,0.614,0.7892,0.7438,-3.6,28,2024-09-24 12:12:01,3e-05,0.002,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4947,0.5307,0.5143,0.5373,0.7933,0.705,-3.8,29,2024-09-24 12:12:15,3e-05,0.002,6.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4586,0.5417,0.5,0.4861,0.8187,0.7149,-2.8,30,2024-09-24 12:12:28,3e-05,0.002,6.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4835,0.5461,0.5,0.5303,0.811,0.705,-1.8,31,2024-09-24 12:12:41,3e-05,0.002,6.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4411,0.5416,0.5857,0.3981,0.8088,0.6804,-3.6,32,2024-09-24 12:13:01,3e-05,0.002,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.494,0.5122,0.4714,0.5789,0.8034,0.6764,-1.4,33,2024-09-24 12:13:21,3e-05,0.002,10.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4674,0.5215,0.4571,0.5424,0.8221,0.6718,-0.6,34,2024-09-24 12:13:40,3e-05,0.002,10.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5157,0.5586,0.4714,0.6226,0.833,0.7117,-1.6,35,2024-09-24 12:14:00,3e-05,0.002,10.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5606,0.544,0.3571,0.9259,0.7644,0.6519,0.8,36,2024-09-24 12:14:10,3e-05,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5481,0.5304,0.3429,0.9231,0.7603,0.6387,0.2,37,2024-09-24 12:14:20,3e-05,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5221,0.5292,0.3714,0.7879,0.7805,0.6448,-0.6,38,2024-09-24 12:14:30,3e-05,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5281,0.5359,0.4571,0.6667,0.7889,0.6206,-1.8,39,2024-09-24 12:14:40,3e-05,0.003,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5863,0.5336,0.4571,0.8,0.7488,0.694,-0.6,48,2024-09-24 12:14:50,3e-05,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5657,0.5295,0.4,0.8485,0.7431,0.6649,0.0,49,2024-09-24 12:15:00,3e-05,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5389,0.5362,0.4286,0.7317,0.7616,0.6674,-1.0,50,2024-09-24 12:15:10,3e-05,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5463,0.5418,0.4714,0.6875,0.7779,0.6313,-1.6,51,2024-09-24 12:15:20,3e-05,0.005,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5599,0.5483,0.4714,0.7174,0.7333,0.7238,-1.6,52,2024-09-24 12:15:33,3e-05,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5553,0.5292,0.4571,0.7273,0.7161,0.687,-1.4,53,2024-09-24 12:15:46,3e-05,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5346,0.5222,0.4571,0.6809,0.7531,0.7132,-3.0,54,2024-09-24 12:15:59,3e-05,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4749,0.5395,0.5,0.5147,0.783,0.7169,-3.6,55,2024-09-24 12:16:12,3e-05,0.005,6.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5085,0.5531,0.5143,0.5625,0.7716,0.7305,-3.4,56,2024-09-24 12:16:32,3e-05,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5594,0.5079,0.4143,0.8056,0.7441,0.658,0.8,57,2024-09-24 12:16:53,3e-05,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5221,0.5137,0.3143,0.9167,0.7769,0.6579,3.0,58,2024-09-24 12:17:12,3e-05,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5218,0.5413,0.4571,0.6531,0.7782,0.6925,-1.8,59,2024-09-24 12:17:31,3e-05,0.005,10.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4552,0.4278,0.5857,0.4184,0.8352,0.6361,-1.8,60,2024-09-24 12:17:41,0.0001,0.0003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4202,0.4562,0.3286,0.6053,0.8476,0.6242,0.6,61,2024-09-24 12:17:52,0.0001,0.0003,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4917,0.506,0.4286,0.625,0.8581,0.6242,0.2,62,2024-09-24 12:18:02,0.0001,0.0003,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5385,0.5384,0.3571,0.8621,0.8624,0.6372,0.2,63,2024-09-24 12:18:11,0.0001,0.0003,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4876,0.5052,0.5429,0.5,0.806,0.6598,-3.2,72,2024-09-24 12:18:22,0.0001,0.001,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.443,0.4684,0.6,0.3925,0.8201,0.6243,-3.2,73,2024-09-24 12:18:32,0.0001,0.001,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5133,0.5214,0.3714,0.7647,0.8344,0.6306,0.4,74,2024-09-24 12:18:41,0.0001,0.001,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5092,0.5334,0.3571,0.7812,0.8407,0.6441,0.0,75,2024-09-24 12:18:51,0.0001,0.001,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5482,0.5251,0.4571,0.7111,0.7787,0.6313,-1.2,84,2024-09-24 12:19:02,0.0001,0.002,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5095,0.5071,0.3857,0.7297,0.7839,0.6401,0.0,85,2024-09-24 12:19:12,0.0001,0.002,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5385,0.5312,0.3571,0.8621,0.8069,0.6441,0.4,86,2024-09-24 12:19:22,0.0001,0.002,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5222,0.5488,0.5,0.6034,0.8077,0.6386,-1.4,87,2024-09-24 12:19:32,0.0001,0.002,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.567,0.5511,0.4714,0.7333,0.7791,0.7438,-2.4,88,2024-09-24 12:19:45,0.0001,0.002,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4906,0.5175,0.4857,0.5574,0.7879,0.7288,-3.6,89,2024-09-24 12:19:58,0.0001,0.002,6.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4777,0.5301,0.5143,0.507,0.8028,0.7305,-2.6,90,2024-09-24 12:20:11,0.0001,0.002,6.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5162,0.5415,0.4429,0.6596,0.8087,0.7117,-0.8,91,2024-09-24 12:20:24,0.0001,0.002,6.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5398,0.5509,0.4714,0.6735,0.8067,0.6746,-1.2,92,2024-09-24 12:20:45,0.0001,0.002,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5463,0.5148,0.4714,0.6875,0.7949,0.7049,-1.4,93,2024-09-24 12:21:05,0.0001,0.002,10.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5056,0.5263,0.4857,0.5862,0.8012,0.68,-2.2,94,2024-09-24 12:21:24,0.0001,0.002,10.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4679,0.548,0.4857,0.5152,0.7933,0.7132,-2.8,95,2024-09-24 12:21:43,0.0001,0.002,10.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5599,0.5373,0.4714,0.7174,0.7711,0.6612,-1.4,96,2024-09-24 12:21:53,0.0001,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5778,0.5339,0.4143,0.8529,0.7692,0.6474,0.0,97,2024-09-24 12:22:04,0.0001,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4757,0.5204,0.3571,0.6944,0.7811,0.6519,-0.4,98,2024-09-24 12:22:13,0.0001,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5385,0.5416,0.4,0.7778,0.7908,0.6401,-0.6,99,2024-09-24 12:22:23,0.0001,0.003,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5897,0.5521,0.4714,0.7857,0.7627,0.6925,-0.6,108,2024-09-24 12:22:34,0.0001,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5703,0.5472,0.4571,0.7619,0.7523,0.6712,-1.0,109,2024-09-24 12:22:44,0.0001,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5099,0.5378,0.4429,0.6458,0.7589,0.6692,-1.2,110,2024-09-24 12:22:53,0.0001,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5466,0.5517,0.4286,0.75,0.7846,0.6531,-0.4,111,2024-09-24 12:23:03,0.0001,0.005,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5703,0.554,0.4571,0.7619,0.7481,0.701,-2.0,112,2024-09-24 12:23:17,0.0001,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5832,0.5404,0.4429,0.8158,0.7305,0.7162,-1.2,113,2024-09-24 12:23:30,0.0001,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5335,0.5204,0.4714,0.66,0.7606,0.7117,-2.8,114,2024-09-24 12:23:43,0.0001,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5181,0.5463,0.5143,0.5806,0.7846,0.708,-2.4,115,2024-09-24 12:23:56,0.0001,0.005,6.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.585,0.564,0.3857,0.931,0.7735,0.6642,1.4,116,2024-09-24 12:24:16,0.0001,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.3643,0.5249,0.5286,0.3246,0.7926,0.708,-3.6,117,2024-09-24 12:24:36,0.0001,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4621,0.4997,0.4143,0.58,0.7757,0.6787,-1.6,118,2024-09-24 12:24:56,0.0001,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5215,0.5392,0.4714,0.6346,0.7803,0.7184,-1.8,119,2024-09-24 12:25:15,0.0001,0.005,10.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4582,0.4381,0.5286,0.4625,0.806,0.6761,-2.2,120,2024-09-24 12:25:25,0.0003,0.0003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4412,0.445,0.3286,0.6571,0.8206,0.6372,0.4,121,2024-09-24 12:25:35,0.0003,0.0003,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4624,0.4916,0.3429,0.6857,0.8406,0.6443,0.8,122,2024-09-24 12:25:46,0.0003,0.0003,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4636,0.5228,0.4286,0.566,0.8499,0.6328,-0.2,123,2024-09-24 12:25:55,0.0003,0.0003,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4887,0.4877,0.5286,0.5139,0.7836,0.6804,-3.2,132,2024-09-24 12:26:06,0.0003,0.001,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4618,0.4886,0.5286,0.4684,0.7993,0.6482,-2.8,133,2024-09-24 12:26:16,0.0003,0.001,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4926,0.4766,0.4,0.6667,0.8137,0.6344,-0.4,134,2024-09-24 12:26:25,0.0003,0.001,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5221,0.5327,0.3714,0.7879,0.8255,0.6642,0.0,135,2024-09-24 12:26:35,0.0003,0.001,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5451,0.5081,0.4857,0.6667,0.7644,0.6907,-1.2,144,2024-09-24 12:26:45,0.0003,0.002,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5101,0.5163,0.4714,0.6111,0.7714,0.6331,-2.4,145,2024-09-24 12:26:55,0.0003,0.002,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4978,0.5048,0.4286,0.6383,0.7882,0.6547,-1.0,146,2024-09-24 12:27:05,0.0003,0.002,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4992,0.5344,0.4714,0.5893,0.8051,0.673,-1.0,147,2024-09-24 12:27:15,0.0003,0.002,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5444,0.5446,0.5143,0.6316,0.7803,0.7371,-4.0,148,2024-09-24 12:27:29,0.0003,0.002,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5243,0.5363,0.4286,0.6977,0.7747,0.7406,-1.4,149,2024-09-24 12:27:42,0.0003,0.002,6.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5292,0.5261,0.5286,0.5873,0.7886,0.7305,-2.8,150,2024-09-24 12:27:55,0.0003,0.002,6.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5181,0.5758,0.5143,0.5806,0.8073,0.7305,-2.0,151,2024-09-24 12:28:08,0.0003,0.002,6.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5149,0.56,0.5286,0.5606,0.8139,0.7406,-4.0,152,2024-09-24 12:28:28,0.0003,0.002,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5101,0.5172,0.4714,0.6111,0.7742,0.676,-3.0,153,2024-09-24 12:28:48,0.0003,0.002,10.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5215,0.5134,0.4714,0.6346,0.7999,0.6674,-1.0,154,2024-09-24 12:29:07,0.0003,0.002,10.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5258,0.5676,0.5429,0.5672,0.82,0.7184,-2.8,155,2024-09-24 12:29:27,0.0003,0.002,10.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5273,0.5039,0.4857,0.6296,0.7497,0.7438,-1.6,156,2024-09-24 12:29:37,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5157,0.5484,0.4714,0.6226,0.7739,0.6544,-2.2,157,2024-09-24 12:29:47,0.0003,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5097,0.5174,0.4571,0.6275,0.7799,0.6836,-1.6,158,2024-09-24 12:29:57,0.0003,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5005,0.5402,0.4857,0.5763,0.7872,0.6888,-1.2,159,2024-09-24 12:30:07,0.0003,0.003,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.6091,0.5554,0.4857,0.8095,0.7564,0.7359,-0.4,168,2024-09-24 12:30:17,0.0003,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5743,0.5471,0.4714,0.75,0.7755,0.7105,-0.8,169,2024-09-24 12:30:27,0.0003,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5119,0.5495,0.5,0.5833,0.7842,0.7002,-2.6,170,2024-09-24 12:30:37,0.0003,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5132,0.539,0.5143,0.5714,0.776,0.6697,-1.8,171,2024-09-24 12:30:47,0.0003,0.005,4.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5085,0.548,0.5143,0.5625,0.7842,0.6881,-5.0,172,2024-09-24 12:31:00,0.0003,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4707,0.5474,0.5,0.5072,0.771,0.6713,-4.0,173,2024-09-24 12:31:14,0.0003,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.494,0.5068,0.4714,0.5789,0.7531,0.6735,-2.8,174,2024-09-24 12:31:27,0.0003,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5231,0.5489,0.5143,0.5902,0.7693,0.705,-2.4,175,2024-09-24 12:31:40,0.0003,0.005,6.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5645,0.5641,0.4857,0.7083,0.7819,0.7359,-2.4,176,2024-09-24 12:32:00,0.0003,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.5628,0.5401,0.4286,0.7895,0.7708,0.6718,-1.0,177,2024-09-24 12:32:20,0.0003,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4864,0.511,0.4429,0.5962,0.7779,0.6513,-1.4,178,2024-09-24 12:32:40,0.0003,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,1,0.4767,0.5295,0.4857,0.5312,0.7857,0.6858,-1.6,179,2024-09-24 12:32:59,0.0003,0.005,10.0,33.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
esm-t33-gearnet-pretrained,2,0.4836,0.5016,0.3571,0.7143,0.8499,0.8897,0.0,0,2024-09-24 12:33:10,3e-05,0.0003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_4.pt
