model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,base_lr,max_lr,cycle_size,model_kwargs.lm_freeze_layer_count,pretrained_weight_path,hp_combination,finished_at
esm-t33-gearnet-pretrained,4,0.2737,0.2514,0.339,0.303,0.8123,0.4519,0.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 00:35:42
esm-t33-gearnet-pretrained,4,-0.0082,0.0401,0.0,0.0,0.2865,0.0,-2.8,0.0003,0.003,2,30,empty,5,2024-10-01 00:35:49
esm-t33-gearnet-pretrained,4,0.4485,0.6115,0.3051,0.72,0.8876,0.7762,0.4,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 00:35:57
esm-t33-gearnet-pretrained,4,0.0,0.442,0.0,,0.8522,0.7304,0.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 00:36:05
esm-t33-gearnet-pretrained,4,0.0349,0.147,0.0169,0.1667,0.7417,0.4533,-5.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 00:36:13
esm-t33-gearnet-pretrained,4,0.0,0.0951,0.0,,0.7001,0.2087,0.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 00:36:22
esm-t33-gearnet-pretrained,4,0.4947,0.4456,0.4915,0.5577,0.8903,0.6037,0.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 00:36:30
esm-t33-gearnet-pretrained,4,0.0,0.062,0.0,,0.3754,0.2538,-0.2,0.0003,0.003,3,30,empty,11,2024-10-01 00:36:38
esm-t33-gearnet-pretrained,4,0.4748,0.5622,0.3898,0.6389,0.9062,0.7329,-1.4,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 00:36:48
esm-t33-gearnet-pretrained,4,0.2152,0.2976,0.0847,0.625,0.8146,0.7615,0.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 00:36:58
esm-t33-gearnet-pretrained,4,0.388,0.4713,0.2373,0.7,0.8357,0.7615,0.2,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 00:37:08
esm-t33-gearnet-pretrained,4,-0.0129,0.1654,0.0169,0.0417,0.8325,0.4912,-2.8,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 00:37:18
esm-t33-gearnet-pretrained,4,0.3604,0.3585,0.2034,0.7059,0.8665,0.6839,0.2,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 00:37:28
esm-t33-gearnet-pretrained,4,0.1196,0.185,0.0847,0.2632,0.7824,0.5699,-4.0,0.0003,0.003,4,30,empty,17,2024-10-01 00:37:39
esm-t33-gearnet-pretrained,4,0.5361,0.5355,0.5593,0.569,0.8949,0.7797,-4.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 00:37:52
esm-t33-gearnet-pretrained,4,0.4455,0.5082,0.322,0.6786,0.9124,0.7659,-1.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 00:38:06
esm-t33-gearnet-pretrained,4,0.1786,0.5085,0.0339,1.0,0.8687,0.7928,1.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 00:38:19
esm-t33-gearnet-pretrained,4,0.5275,0.6234,0.3898,0.7667,0.9239,0.7716,0.4,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 00:38:32
esm-t33-gearnet-pretrained,4,0.462,0.5584,0.2712,0.8421,0.893,0.8135,1.4,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 00:38:46
esm-t33-gearnet-pretrained,4,0.4756,0.5357,0.3729,0.6667,0.899,0.8176,0.4,0.0003,0.003,6,30,empty,23,2024-10-01 00:38:59
esm-t33-gearnet-pretrained,4,0.255,0.4707,0.0847,0.8333,0.8776,0.8156,2.8,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 00:39:20
esm-t33-gearnet-pretrained,4,0.445,0.5369,0.5085,0.4545,0.8992,0.7753,-5.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 00:39:40
esm-t33-gearnet-pretrained,4,0.5657,0.586,0.5763,0.6071,0.9078,0.7518,-3.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 00:40:01
esm-t33-gearnet-pretrained,4,0.5385,0.6224,0.4915,0.6444,0.9113,0.7615,-1.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 00:40:22
esm-t33-gearnet-pretrained,4,0.552,0.6021,0.5085,0.6522,0.9328,0.7565,-2.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 00:40:43
esm-t33-gearnet-pretrained,4,0.4618,0.4835,0.339,0.6897,0.9029,0.782,-1.2,0.0003,0.003,10,30,empty,29,2024-10-01 00:41:03
esm-t33-gearnet-pretrained,0,0.2394,0.2784,0.1864,0.3929,0.7622,0.3179,-3.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 13:16:36
esm-t33-gearnet-pretrained,0,0.3095,0.5387,0.7458,0.1956,0.8913,0.484,3.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 13:16:42
esm-t33-gearnet-pretrained,0,0.0,0.0576,0.0,,0.4895,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 13:16:48
esm-t33-gearnet-pretrained,0,0.0,0.0417,0.0,,0.3219,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 13:16:55
esm-t33-gearnet-pretrained,0,0.1498,0.1019,0.1356,0.2581,0.5769,0.2553,-0.6,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 13:17:01
esm-t33-gearnet-pretrained,0,0.0,0.0393,0.0,,0.2724,0.0,-5.0,0.0003,0.003,2,30,empty,5,2024-10-01 13:17:08
esm-t33-gearnet-pretrained,0,0.5467,0.5644,0.4746,0.6829,0.8696,0.6612,0.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 13:17:16
esm-t33-gearnet-pretrained,0,-0.0361,0.0671,0.0,0.0,0.5601,0.2632,-0.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 13:17:24
esm-t33-gearnet-pretrained,0,0.0608,0.1599,0.0508,0.1667,0.7942,0.5402,0.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 13:17:32
esm-t33-gearnet-pretrained,0,0.1705,0.1583,0.3051,0.1818,0.8118,0.2149,-4.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 13:17:40
esm-t33-gearnet-pretrained,0,-0.0164,0.0869,0.0,0.0,0.6645,0.1394,-0.6,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 13:17:49
esm-t33-gearnet-pretrained,0,0.0277,0.0817,0.1186,0.0824,0.5501,0.1625,-4.4,0.0003,0.003,3,30,empty,11,2024-10-01 13:17:56
esm-t33-gearnet-pretrained,0,0.1855,0.4432,0.0508,0.75,0.873,0.8594,-0.4,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 13:18:06
esm-t33-gearnet-pretrained,0,0.5668,0.6458,0.4237,0.8065,0.9344,0.8574,3.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 13:18:16
esm-t33-gearnet-pretrained,0,0.5971,0.6213,0.5763,0.6667,0.9091,0.7007,3.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 13:18:26
esm-t33-gearnet-pretrained,0,0.3112,0.2871,0.322,0.38,0.8713,0.4343,-4.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 13:18:35
esm-t33-gearnet-pretrained,0,0.1021,0.1881,0.0339,0.4,0.7718,0.351,-1.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 13:18:45
esm-t33-gearnet-pretrained,0,0.1576,0.1842,0.1695,0.2381,0.6668,0.2652,-0.8,0.0003,0.003,4,30,empty,17,2024-10-01 13:18:55
esm-t33-gearnet-pretrained,0,0.5912,0.6163,0.5593,0.6735,0.934,0.847,-2.6,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 13:19:08
esm-t33-gearnet-pretrained,0,0.5862,0.7245,0.4068,0.8889,0.9501,0.8826,-0.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 13:19:21
esm-t33-gearnet-pretrained,0,0.5604,0.663,0.4915,0.6905,0.9369,0.8742,1.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 13:19:34
esm-t33-gearnet-pretrained,0,0.5392,0.6338,0.4746,0.6667,0.9122,0.8493,-0.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 13:19:47
esm-t33-gearnet-pretrained,0,0.5682,0.6593,0.4915,0.7073,0.9302,0.8826,0.4,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 13:20:00
esm-t33-gearnet-pretrained,0,0.4989,0.5174,0.322,0.8261,0.8613,0.74,-1.2,0.0003,0.003,6,30,empty,23,2024-10-01 13:20:13
esm-t33-gearnet-pretrained,0,0.6078,0.6388,0.5424,0.7273,0.9369,0.8763,-1.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 13:20:33
esm-t33-gearnet-pretrained,0,0.4208,0.6713,0.1864,1.0,0.9369,0.8902,2.8,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 13:20:53
esm-t33-gearnet-pretrained,0,0.6539,0.701,0.5593,0.8049,0.9446,0.8942,1.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 13:21:13
esm-t33-gearnet-pretrained,0,0.5549,0.6922,0.339,0.9524,0.9158,0.8991,2.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 13:21:33
esm-t33-gearnet-pretrained,0,0.5966,0.658,0.6102,0.6316,0.9327,0.8699,-4.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 13:21:53
esm-t33-gearnet-pretrained,0,0.4755,0.5726,0.4746,0.5385,0.9244,0.8489,-1.4,0.0003,0.003,10,30,empty,29,2024-10-01 13:22:13
esm-t33-gearnet-pretrained,1,0.3265,0.3294,0.2881,0.4474,0.8226,0.238,-4.8,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 13:22:19
esm-t33-gearnet-pretrained,1,0.1118,0.3234,1.0,0.0727,0.843,0.1001,2.8,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 13:22:26
esm-t33-gearnet-pretrained,1,0.3738,0.4108,0.5254,0.337,0.8343,0.487,0.6,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 13:22:32
esm-t33-gearnet-pretrained,1,0.0,0.0665,0.0,,0.5566,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 13:22:39
esm-t33-gearnet-pretrained,1,0.2456,0.2564,0.5593,0.1844,0.7543,0.3406,-1.8,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 13:22:45
esm-t33-gearnet-pretrained,1,-0.0261,0.0411,0.0,0.0,0.3066,0.0,-1.2,0.0003,0.003,2,30,empty,5,2024-10-01 13:22:52
esm-t33-gearnet-pretrained,1,0.5853,0.696,0.5424,0.6809,0.9481,0.7288,1.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 13:23:00
esm-t33-gearnet-pretrained,1,0.6276,0.7028,0.6271,0.6727,0.9212,0.7576,2.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 13:23:08
esm-t33-gearnet-pretrained,1,0.4644,0.5792,0.7119,0.3621,0.901,0.5246,2.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 13:23:17
esm-t33-gearnet-pretrained,1,0.4155,0.4656,0.5424,0.3855,0.8786,0.5966,0.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 13:23:25
esm-t33-gearnet-pretrained,1,0.3502,0.4003,0.3898,0.3898,0.8613,0.5059,-0.4,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 13:23:33
esm-t33-gearnet-pretrained,1,-0.0298,0.0519,0.0,0.0,0.4579,0.0411,-2.4,0.0003,0.003,3,30,empty,11,2024-10-01 13:23:41
esm-t33-gearnet-pretrained,1,0.5872,0.6346,0.6441,0.5846,0.8845,0.7279,-2.2,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 13:23:51
esm-t33-gearnet-pretrained,1,0.503,0.6087,0.339,0.8,0.9148,0.7012,1.8,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 13:24:01
esm-t33-gearnet-pretrained,1,0.5668,0.6585,0.4237,0.8065,0.9378,0.7337,2.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 13:24:11
esm-t33-gearnet-pretrained,1,0.4919,0.5633,0.5593,0.4925,0.9136,0.6859,-2.4,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 13:24:21
esm-t33-gearnet-pretrained,1,0.523,0.6061,0.5763,0.5312,0.933,0.6543,1.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 13:24:31
esm-t33-gearnet-pretrained,1,0.3156,0.4243,0.1356,0.8,0.8022,0.6787,2.4,0.0003,0.003,4,30,empty,17,2024-10-01 13:24:40
esm-t33-gearnet-pretrained,1,0.6196,0.6643,0.5254,0.775,0.9313,0.7495,-0.6,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 13:24:54
esm-t33-gearnet-pretrained,1,0.5752,0.6932,0.6271,0.5781,0.9298,0.7549,-2.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 13:25:07
esm-t33-gearnet-pretrained,1,0.5631,0.676,0.4068,0.8276,0.9457,0.7502,-0.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 13:25:21
esm-t33-gearnet-pretrained,1,0.4673,0.5444,0.4576,0.54,0.9256,0.698,-5.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 13:25:34
esm-t33-gearnet-pretrained,1,0.4687,0.5763,0.3559,0.6774,0.8857,0.7165,-1.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 13:25:48
esm-t33-gearnet-pretrained,1,0.4688,0.5406,0.5932,0.4321,0.8914,0.721,-4.8,0.0003,0.003,6,30,empty,23,2024-10-01 13:26:01
esm-t33-gearnet-pretrained,1,0.5983,0.6595,0.4746,0.8,0.9249,0.7367,-1.4,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 13:26:22
esm-t33-gearnet-pretrained,1,0.5351,0.6149,0.661,0.4875,0.9357,0.7334,-2.8,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 13:26:42
esm-t33-gearnet-pretrained,1,0.5912,0.6336,0.5593,0.6735,0.9336,0.7695,-3.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 13:27:03
esm-t33-gearnet-pretrained,1,0.641,0.6862,0.6271,0.6981,0.9378,0.7549,-2.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 13:27:24
esm-t33-gearnet-pretrained,1,0.609,0.6614,0.6102,0.6545,0.9228,0.7668,-2.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 13:27:45
esm-t33-gearnet-pretrained,1,0.6446,0.6978,0.5085,0.8571,0.9361,0.726,-1.2,0.0003,0.003,10,30,empty,29,2024-10-01 13:28:05
esm-t33-gearnet-pretrained,2,0.2127,0.2411,0.1186,0.4667,0.788,0.315,-0.2,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 13:28:12
esm-t33-gearnet-pretrained,2,0.0802,0.1226,0.0339,0.2857,0.6868,0.2684,-3.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 13:28:18
esm-t33-gearnet-pretrained,2,0.0,0.0461,0.0,,0.3889,0.0,-4.6,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 13:28:25
esm-t33-gearnet-pretrained,2,0.0,0.0468,0.0,,0.398,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 13:28:31
esm-t33-gearnet-pretrained,2,0.0453,0.0613,0.0339,0.1538,0.4927,0.1149,0.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 13:28:38
esm-t33-gearnet-pretrained,2,0.0865,0.2203,0.6271,0.0835,0.7,0.1264,-1.6,0.0003,0.003,2,30,empty,5,2024-10-01 13:28:44
esm-t33-gearnet-pretrained,2,0.5933,0.6485,0.4915,0.7632,0.9253,0.7235,-0.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 13:28:52
esm-t33-gearnet-pretrained,2,0.5361,0.6098,0.5593,0.569,0.9334,0.702,-2.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 13:29:01
esm-t33-gearnet-pretrained,2,0.5584,0.616,0.5254,0.6458,0.9236,0.7405,0.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 13:29:09
esm-t33-gearnet-pretrained,2,0.0,0.069,0.0,,0.5888,0.0,0.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 13:29:17
esm-t33-gearnet-pretrained,2,0.2828,0.2988,0.0847,1.0,0.8003,0.3363,0.4,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 13:29:25
esm-t33-gearnet-pretrained,2,-0.04,0.0463,0.0169,0.02,0.384,0.0067,-3.2,0.0003,0.003,3,30,empty,11,2024-10-01 13:29:33
esm-t33-gearnet-pretrained,2,0.6505,0.7622,0.5424,0.8205,0.9589,0.7675,2.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 13:29:43
esm-t33-gearnet-pretrained,2,0.6184,0.7218,0.4746,0.8485,0.945,0.7718,2.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 13:29:53
esm-t33-gearnet-pretrained,2,0.6023,0.6994,0.4407,0.8667,0.9308,0.7637,1.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 13:30:03
esm-t33-gearnet-pretrained,2,0.3396,0.3927,0.2373,0.56,0.8977,0.5615,-4.8,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 13:30:13
esm-t33-gearnet-pretrained,2,0.3801,0.5299,0.1695,0.9091,0.8829,0.6053,1.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 13:30:23
esm-t33-gearnet-pretrained,2,0.3686,0.4069,0.2203,0.6842,0.844,0.6776,0.0,0.0003,0.003,4,30,empty,17,2024-10-01 13:30:32
esm-t33-gearnet-pretrained,2,0.6333,0.7179,0.6441,0.6667,0.9474,0.7686,-3.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 13:30:46
esm-t33-gearnet-pretrained,2,0.5337,0.7021,0.3729,0.8148,0.9353,0.7997,1.4,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 13:30:59
esm-t33-gearnet-pretrained,2,0.6819,0.7701,0.6441,0.76,0.9316,0.7546,-0.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 13:31:13
esm-t33-gearnet-pretrained,2,0.6754,0.7614,0.5763,0.8293,0.937,0.7261,0.4,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 13:31:26
esm-t33-gearnet-pretrained,2,0.6582,0.7274,0.661,0.6964,0.9357,0.777,-0.6,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 13:31:39
esm-t33-gearnet-pretrained,2,0.5302,0.6417,0.3559,0.84,0.9319,0.8107,1.4,0.0003,0.003,6,30,empty,23,2024-10-01 13:31:53
esm-t33-gearnet-pretrained,2,0.6422,0.7505,0.4915,0.8788,0.9456,0.7901,2.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 13:32:13
esm-t33-gearnet-pretrained,2,0.6539,0.7456,0.5593,0.8049,0.9419,0.7808,2.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 13:32:33
esm-t33-gearnet-pretrained,2,0.6924,0.7803,0.5593,0.8919,0.9299,0.7808,1.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 13:32:54
esm-t33-gearnet-pretrained,2,0.6699,0.7644,0.5932,0.7955,0.935,0.7718,0.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 13:33:14
esm-t33-gearnet-pretrained,2,0.6822,0.7226,0.5593,0.8684,0.9217,0.8096,1.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 13:33:35
esm-t33-gearnet-pretrained,2,0.6205,0.7234,0.5593,0.7333,0.9504,0.7808,1.2,0.0003,0.003,10,30,empty,29,2024-10-01 13:33:55
esm-t33-gearnet-pretrained,3,0.3354,0.3649,0.3898,0.3651,0.8133,0.6489,-4.6,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 13:34:02
esm-t33-gearnet-pretrained,3,-0.0142,0.0483,0.0,0.0,0.4147,0.1879,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 13:34:08
esm-t33-gearnet-pretrained,3,0.0,0.0389,0.0,,0.2617,0.148,3.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 13:34:15
esm-t33-gearnet-pretrained,3,-0.0116,0.0505,0.0,0.0,0.4441,0.1328,-4.6,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 13:34:21
esm-t33-gearnet-pretrained,3,0.1412,0.1064,0.0339,0.6667,0.6066,0.3526,0.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 13:34:28
esm-t33-gearnet-pretrained,3,0.0,0.0387,0.0,,0.252,0.0,1.2,0.0003,0.003,2,30,empty,5,2024-10-01 13:34:34
esm-t33-gearnet-pretrained,3,0.6205,0.6542,0.5593,0.7333,0.9082,0.9271,-1.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 13:34:42
esm-t33-gearnet-pretrained,3,0.4592,0.4884,0.3051,0.75,0.8499,0.8751,-1.6,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 13:34:51
esm-t33-gearnet-pretrained,3,0.4123,0.5108,0.5424,0.381,0.8326,0.6288,0.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 13:34:59
esm-t33-gearnet-pretrained,3,-0.0082,0.0928,0.0,0.0,0.687,0.1879,-0.4,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 13:35:07
