model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,finished_at
esm-t33-gearnet,0,0.6497,0.6517,0.589,0.7476,0.9045,0.6799,-2.9,2024-09-11 16:07:15
esm-t33-gearnet,0,0.6512,0.6679,0.6039,0.7333,0.9201,0.6855,-2.0,2024-09-11 16:22:42
esm-t33-gearnet,0,0.6435,0.6765,0.6053,0.7158,0.9291,0.6918,-2.5,2024-09-11 16:38:26
esm-t33-gearnet,0,0.6589,0.6873,0.6128,0.7388,0.9274,0.7036,-0.5,2024-09-11 16:54:10
