model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,finished_at
esm-t33-gearnet-pretrained-adaboost-r80,0,0.6023,0.7313,0.4407,0.8667,0.9524,0.8929,0.0,2024-06-29 03:14:33
esm-t33-gearnet-pretrained-adaboost-r80,1,0.641,0.7075,0.6271,0.6981,0.9173,0.7502,-1.7,2024-06-29 03:19:34
esm-t33-gearnet-pretrained-adaboost-r80,2,0.6345,0.755,0.5085,0.8333,0.9431,0.7997,0.0,2024-06-29 03:24:36
esm-t33-gearnet-pretrained-adaboost-r80,3,0.6196,0.7154,0.5254,0.775,0.9451,0.9406,-1.0,2024-06-29 03:29:36
esm-t33-gearnet-pretrained-adaboost-r80,4,0.5337,0.6541,0.3729,0.8148,0.9406,0.7615,0.5,2024-06-29 03:34:33
esm-t33-gearnet-pretrained-rus-r80,0,0.5933,0.7109,0.4915,0.7632,0.9352,0.8957,-0.1,2024-06-29 03:39:26
esm-t33-gearnet-pretrained-rus-r80,1,0.6582,0.7006,0.661,0.6964,0.9202,0.7502,-1.4,2024-06-29 03:44:24
esm-t33-gearnet-pretrained-rus-r80,2,0.6744,0.7754,0.6441,0.7451,0.9473,0.7604,-0.6,2024-06-29 03:49:22
esm-t33-gearnet-pretrained-rus-r80,3,0.6196,0.7088,0.5254,0.775,0.9371,0.9406,-0.3,2024-06-29 03:54:20
esm-t33-gearnet-pretrained-rus-r80,4,0.6388,0.6971,0.678,0.6452,0.9305,0.8093,-1.9,2024-06-29 03:59:19
esm-t33-gearnet-resiboost-r50,0,0.5337,0.6775,0.3729,0.8148,0.9314,0.8991,0.9,2024-06-30 03:03:55
esm-t33-gearnet-resiboost-r50,1,0.5859,0.6858,0.6271,0.5968,0.8887,0.7502,-1.8,2024-06-30 03:08:42
esm-t33-gearnet-resiboost-r50,2,0.6576,0.7336,0.5763,0.7907,0.933,0.7718,0.3,2024-06-30 03:13:29
esm-t33-gearnet-resiboost-r50,3,0.6109,0.6561,0.5763,0.6939,0.9198,0.9406,-1.0,2024-06-30 03:18:18
esm-t33-gearnet-resiboost-r50,4,0.5228,0.6043,0.3729,0.7857,0.9231,0.7615,0.8,2024-06-30 03:23:06
esm-t33-gearnet-adaboost-r50,0,0.6367,0.6766,0.5593,0.7674,0.9374,0.8957,-0.9,2024-06-30 03:27:49
esm-t33-gearnet-adaboost-r50,1,0.6551,0.6856,0.6271,0.7255,0.912,0.7532,-1.4,2024-06-30 03:32:37
esm-t33-gearnet-adaboost-r50,2,0.6422,0.7561,0.4915,0.8788,0.9442,0.7761,0.8,2024-06-30 03:37:23
esm-t33-gearnet-adaboost-r50,3,0.5148,0.6801,0.339,0.8333,0.9321,0.9499,0.5,2024-06-30 03:42:13
esm-t33-gearnet-adaboost-r50,4,0.4363,0.5484,0.2712,0.7619,0.9015,0.7615,0.2,2024-06-30 03:47:00
esm-t33-gearnet-rus-r50,0,0.6474,0.7165,0.5254,0.8378,0.9244,0.9082,0.3,2024-06-30 03:51:41
esm-t33-gearnet-rus-r50,1,0.6045,0.7127,0.661,0.6,0.9051,0.743,-1.5,2024-06-30 03:56:27
esm-t33-gearnet-rus-r50,2,0.6616,0.7262,0.5932,0.7778,0.9316,0.7577,0.4,2024-06-30 04:01:13
esm-t33-gearnet-rus-r50,3,0.6411,0.7224,0.5763,0.7556,0.9394,0.9393,0.0,2024-06-30 04:06:02
esm-t33-gearnet-rus-r50,4,0.598,0.6206,0.6441,0.6032,0.9162,0.8093,-1.2,2024-06-30 04:10:49
esm-t33-gearnet-pretrained-resiboost-r50,0,0.6367,0.7414,0.5593,0.7674,0.9524,0.8942,0.0,2024-06-30 04:15:46
esm-t33-gearnet-pretrained-resiboost-r50,1,0.6054,0.6917,0.5593,0.7021,0.91,0.7576,-0.5,2024-06-30 04:20:52
esm-t33-gearnet-pretrained-resiboost-r50,2,0.6539,0.7476,0.5593,0.8049,0.9346,0.7857,0.3,2024-06-30 04:25:53
esm-t33-gearnet-pretrained-resiboost-r50,3,0.6255,0.7012,0.5763,0.7234,0.9387,0.9406,-1.0,2024-06-30 04:30:55
esm-t33-gearnet-pretrained-resiboost-r50,4,0.5631,0.6648,0.4068,0.8276,0.934,0.7615,0.8,2024-06-30 04:35:58
esm-t33-gearnet-pretrained-adaboost-r50,0,0.479,0.7033,0.2881,0.85,0.9426,0.9073,0.6,2024-06-30 04:40:55
esm-t33-gearnet-pretrained-adaboost-r50,1,0.6367,0.6955,0.5593,0.7674,0.9025,0.7576,-0.5,2024-06-30 04:45:58
esm-t33-gearnet-pretrained-adaboost-r50,2,0.6391,0.7413,0.4576,0.931,0.9332,0.7761,0.7,2024-06-30 04:50:59
esm-t33-gearnet-pretrained-adaboost-r50,3,0.5574,0.7104,0.3729,0.88,0.944,0.9499,0.9,2024-06-30 04:56:03
esm-t33-gearnet-pretrained-adaboost-r50,4,0.6111,0.6334,0.5254,0.7561,0.938,0.7518,-0.6,2024-06-30 05:01:06
esm-t33-gearnet-pretrained-rus-r50,0,0.6117,0.7207,0.4915,0.8056,0.9302,0.8942,0.3,2024-06-30 05:06:03
esm-t33-gearnet-pretrained-rus-r50,1,0.5767,0.7004,0.678,0.5405,0.92,0.7549,-1.8,2024-06-30 05:11:06
esm-t33-gearnet-pretrained-rus-r50,2,0.6367,0.7567,0.5593,0.7674,0.9412,0.7668,0.7,2024-06-30 05:16:09
esm-t33-gearnet-pretrained-rus-r50,3,0.6028,0.715,0.5254,0.7381,0.9436,0.9421,-0.1,2024-06-30 05:21:12
esm-t33-gearnet-pretrained-rus-r50,4,0.6452,0.7037,0.661,0.6724,0.9282,0.7962,-1.1,2024-06-30 05:26:13
