model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,hp_combination,finished_at,base_lr,max_lr,cycle_size,model_kwargs.freeze_layer_count,pretrained_weight_path,empty
esm-t33-pretrained,2,0.5545,0.547,0.4286,0.7692,0.8485,0.8702,-0.8,6,2024-09-27 02:31:50,0.0001,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6149,0.628,0.4714,0.8462,0.8839,0.9032,0.6,7,2024-09-27 02:31:59,0.0001,0.003,6.0,30.0,empty,
esm-t33-pretrained,2,0.5385,0.5445,0.3571,0.8621,0.8358,0.918,0.4,8,2024-09-27 02:32:10,0.0001,0.003,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5714,0.6138,0.4286,0.8108,0.8706,0.9163,-0.2,9,2024-09-27 02:32:19,0.0001,0.003,6.0,31.0,empty,
esm-t33-pretrained,2,0.5003,0.5256,0.3571,0.7576,0.8643,0.8897,-1.0,10,2024-09-27 02:32:28,0.0001,0.003,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5948,0.5964,0.4571,0.8205,0.88,0.9278,-1.6,11,2024-09-27 02:32:36,0.0001,0.003,6.0,32.0,empty,
esm-t33-pretrained,2,0.5553,0.5186,0.4571,0.7273,0.8299,0.8212,-2.8,12,2024-09-27 02:32:51,0.0001,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6423,0.6147,0.4571,0.9412,0.8732,0.9196,0.6,13,2024-09-27 02:33:04,0.0001,0.003,10.0,30.0,empty,
esm-t33-pretrained,2,0.4813,0.5328,0.3714,0.6842,0.8099,0.8856,-0.2,14,2024-09-27 02:33:17,0.0001,0.003,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.635,0.6051,0.4857,0.8718,0.868,0.8702,-1.0,15,2024-09-27 02:33:29,0.0001,0.003,10.0,31.0,empty,
esm-t33-pretrained,2,0.5133,0.5239,0.3714,0.7647,0.8596,0.8993,-1.4,16,2024-09-27 02:33:42,0.0001,0.003,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5181,0.591,0.5143,0.5806,0.8823,0.9089,-4.0,17,2024-09-27 02:33:54,0.0001,0.003,10.0,32.0,empty,
esm-t33-pretrained,2,0.5627,0.536,0.4571,0.7442,0.8553,0.8708,-1.4,18,2024-09-27 02:34:02,0.0001,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6012,0.6161,0.4429,0.8611,0.8953,0.9208,0.0,19,2024-09-27 02:34:10,0.0001,0.005,4.0,30.0,empty,
esm-t33-pretrained,2,0.5348,0.5512,0.3857,0.7941,0.8446,0.8612,0.0,20,2024-09-27 02:34:18,0.0001,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5948,0.5876,0.4571,0.8205,0.8476,0.9112,-1.6,21,2024-09-27 02:34:25,0.0001,0.005,4.0,31.0,empty,
esm-t33-pretrained,2,0.541,0.5165,0.3714,0.8387,0.8389,0.8972,-0.6,22,2024-09-27 02:34:33,0.0001,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5896,0.6052,0.4286,0.8571,0.8593,0.892,0.0,23,2024-09-27 02:34:39,0.0001,0.005,4.0,32.0,empty,
esm-t33-pretrained,2,0.5314,0.5996,0.4286,0.7143,0.8946,0.8823,-0.4,24,2024-09-27 02:34:49,0.0001,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6239,0.6149,0.4714,0.8684,0.8829,0.9089,-0.6,25,2024-09-27 02:34:57,0.0001,0.005,6.0,30.0,empty,
esm-t33-pretrained,2,0.5017,0.5778,0.3857,0.7105,0.858,0.866,-0.2,26,2024-09-27 02:35:06,0.0001,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6094,0.6109,0.4286,0.9091,0.8974,0.9196,0.0,27,2024-09-27 02:35:15,0.0001,0.005,6.0,31.0,empty,
esm-t33-pretrained,2,0.495,0.5347,0.2857,0.9091,0.8603,0.8921,0.8,28,2024-09-27 02:35:24,0.0001,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6094,0.6437,0.4286,0.9091,0.9051,0.8989,0.2,29,2024-09-27 02:35:32,0.0001,0.005,6.0,32.0,empty,
esm-t33-pretrained,2,0.5221,0.5406,0.3714,0.7879,0.8568,0.838,-1.6,30,2024-09-27 02:35:45,0.0001,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5387,0.5654,0.5,0.6364,0.8942,0.871,-3.4,31,2024-09-27 02:35:57,0.0001,0.005,10.0,30.0,empty,
esm-t33-pretrained,2,0.4871,0.514,0.3429,0.75,0.802,0.8697,-0.4,32,2024-09-27 02:36:12,0.0001,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5993,0.6156,0.4286,0.8824,0.9058,0.8893,-0.6,33,2024-09-27 02:36:24,0.0001,0.005,10.0,31.0,empty,
esm-t33-pretrained,2,0.5301,0.5273,0.4,0.7568,0.8254,0.8993,-1.4,34,2024-09-27 02:36:37,0.0001,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5161,0.5522,0.4857,0.6071,0.8827,0.8152,-5.0,35,2024-09-27 02:36:49,0.0001,0.005,10.0,32.0,empty,
esm-t33-pretrained,2,0.5585,0.5689,0.4429,0.7561,0.868,0.8112,-0.6,36,2024-09-27 02:36:57,0.0001,0.007,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.553,0.595,0.4714,0.7021,0.8953,0.874,-1.8,37,2024-09-27 02:37:04,0.0001,0.007,4.0,30.0,empty,
esm-t33-pretrained,2,0.567,0.569,0.4714,0.7333,0.8482,0.8849,-0.8,38,2024-09-27 02:37:12,0.0001,0.007,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5602,0.5117,0.3429,0.96,0.708,0.8642,0.4,39,2024-09-27 02:37:18,0.0001,0.007,4.0,31.0,empty,
esm-t33-pretrained,2,0.5511,0.5272,0.3714,0.8667,0.8578,0.9085,-0.6,40,2024-09-27 02:37:26,0.0001,0.007,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5803,0.5879,0.4286,0.8333,0.8317,0.941,-0.2,41,2024-09-27 02:37:32,0.0001,0.007,4.0,32.0,empty,
esm-t33-pretrained,2,0.5563,0.5501,0.4,0.8235,0.8749,0.8726,-1.8,42,2024-09-27 02:37:42,0.0001,0.007,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5714,0.6097,0.4857,0.7234,0.8926,0.8778,-1.0,43,2024-09-27 02:37:51,0.0001,0.007,6.0,30.0,empty,
esm-t33-pretrained,2,0.5435,0.5783,0.4429,0.7209,0.8494,0.88,0.0,44,2024-09-27 02:38:01,0.0001,0.007,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5635,0.572,0.3857,0.871,0.8761,0.8823,-0.6,45,2024-09-27 02:38:10,0.0001,0.007,6.0,31.0,empty,
esm-t33-pretrained,2,0.495,0.4806,0.2857,0.9091,0.8466,0.8627,0.4,46,2024-09-27 02:38:20,0.0001,0.007,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5978,0.6163,0.4143,0.9062,0.9051,0.9032,-0.8,47,2024-09-27 02:38:28,0.0001,0.007,6.0,32.0,empty,
esm-t33-pretrained,2,0.4393,0.5752,0.5714,0.404,0.8728,0.8772,-3.8,48,2024-09-27 02:38:42,0.0001,0.007,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6091,0.5359,0.4857,0.8095,0.8747,0.9016,-0.6,49,2024-09-27 02:38:55,0.0001,0.007,10.0,30.0,empty,
esm-t33-pretrained,2,0.5123,0.5548,0.5429,0.5429,0.8511,0.8424,-3.2,50,2024-09-27 02:39:08,0.0001,0.007,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6221,0.5707,0.4571,0.8889,0.7345,0.8561,1.0,51,2024-09-27 02:39:20,0.0001,0.007,10.0,31.0,empty,
esm-t33-pretrained,2,0.4603,0.4675,0.2857,0.8,0.8361,0.8355,0.0,52,2024-09-27 02:39:33,0.0001,0.007,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5301,0.6161,0.4,0.7568,0.9004,0.8681,-3.6,53,2024-09-27 02:39:46,0.0001,0.007,10.0,32.0,empty,
esm-t33-pretrained,2,0.4538,0.5635,0.2571,0.8571,0.8903,0.8795,0.2,54,2024-09-27 02:39:54,0.0001,0.01,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6123,0.5755,0.5,0.7955,0.8768,0.871,0.4,55,2024-09-27 02:40:01,0.0001,0.01,4.0,30.0,empty,
esm-t33-pretrained,2,0.5276,0.5529,0.5,0.614,0.8648,0.8823,-1.8,56,2024-09-27 02:40:09,0.0001,0.01,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6239,0.6036,0.4714,0.8684,0.9082,0.8972,-1.4,57,2024-09-27 02:40:15,0.0001,0.01,4.0,31.0,empty,
esm-t33-pretrained,2,0.5256,0.5329,0.3429,0.8571,0.8541,0.8704,-0.8,58,2024-09-27 02:40:23,0.0001,0.01,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5803,0.5138,0.4286,0.8333,0.7983,0.9041,-1.4,59,2024-09-27 02:40:29,0.0001,0.01,4.0,32.0,empty,
esm-t33-pretrained,2,0.592,0.5661,0.4429,0.8378,0.8866,0.8612,-1.6,60,2024-09-27 02:40:38,0.0001,0.01,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6091,0.5454,0.4857,0.8095,0.8599,0.8993,-0.2,61,2024-09-27 02:40:47,0.0001,0.01,6.0,30.0,empty,
esm-t33-pretrained,2,0.539,0.5767,0.4857,0.6538,0.8345,0.861,-2.4,62,2024-09-27 02:40:56,0.0001,0.01,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5875,0.5843,0.4143,0.8788,0.8932,0.8909,0.4,63,2024-09-27 02:41:04,0.0001,0.01,6.0,31.0,empty,
esm-t33-pretrained,2,0.481,0.4999,0.2714,0.9048,0.772,0.9017,0.8,64,2024-09-27 02:41:13,0.0001,0.01,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5778,0.6232,0.4143,0.8529,0.9192,0.8936,0.0,65,2024-09-27 02:41:21,0.0001,0.01,6.0,32.0,empty,
esm-t33-pretrained,2,0.5003,0.5445,0.3571,0.7576,0.8833,0.8414,-3.4,66,2024-09-27 02:41:35,0.0001,0.01,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6126,0.5985,0.4571,0.8649,0.879,0.9128,-0.6,67,2024-09-27 02:41:47,0.0001,0.01,10.0,30.0,empty,
esm-t33-pretrained,2,0.4871,0.5495,0.3429,0.75,0.8103,0.8279,0.0,68,2024-09-27 02:42:00,0.0001,0.01,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5385,0.511,0.3571,0.8621,0.8039,0.82,0.8,69,2024-09-27 02:42:12,0.0001,0.01,10.0,31.0,empty,
esm-t33-pretrained,2,0.5472,0.5241,0.4,0.8,0.8549,0.866,-1.2,70,2024-09-27 02:42:25,0.0001,0.01,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6239,0.5793,0.4714,0.8684,0.8339,0.9222,-0.6,71,2024-09-27 02:42:36,0.0001,0.01,10.0,32.0,empty,
esm-t33-pretrained,2,0.5599,0.56,0.4714,0.7174,0.838,0.9068,-0.2,72,2024-09-27 02:42:44,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5143,0.5563,0.4,0.7179,0.8416,0.9101,-0.2,74,2024-09-27 02:42:58,0.0003,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5978,0.5875,0.4143,0.9062,0.8707,0.9163,-0.6,75,2024-09-27 02:43:04,0.0003,0.003,4.0,31.0,empty,
esm-t33-pretrained,2,0.5313,0.5007,0.3714,0.8125,0.8252,0.8603,-1.0,76,2024-09-27 02:43:11,0.0003,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.574,0.6115,0.3857,0.9,0.8837,0.929,0.4,77,2024-09-27 02:43:17,0.0003,0.003,4.0,32.0,empty,
esm-t33-pretrained,2,0.5743,0.5683,0.4714,0.75,0.8241,0.8849,-0.2,78,2024-09-27 02:43:27,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.512,0.5804,0.4143,0.6905,0.8325,0.9089,-0.2,80,2024-09-27 02:43:45,0.0003,0.003,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6239,0.5927,0.4714,0.8684,0.8842,0.9333,-0.2,81,2024-09-27 02:43:53,0.0003,0.003,6.0,31.0,empty,
esm-t33-pretrained,2,0.4802,0.5138,0.2571,0.9474,0.8542,0.8989,0.6,82,2024-09-27 02:44:03,0.0003,0.003,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.592,0.5907,0.4429,0.8378,0.8753,0.8993,-1.6,83,2024-09-27 02:44:11,0.0003,0.003,6.0,32.0,empty,
esm-t33-pretrained,2,0.5157,0.5174,0.4571,0.64,0.848,0.8627,-5.0,84,2024-09-27 02:44:25,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.4649,0.5263,0.3286,0.7188,0.8281,0.8899,0.4,86,2024-09-27 02:44:51,0.0003,0.003,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6082,0.6205,0.4,0.9655,0.8724,0.9177,1.4,87,2024-09-27 02:45:03,0.0003,0.003,10.0,31.0,empty,
esm-t33-pretrained,2,0.4604,0.4963,0.3857,0.6136,0.8445,0.8445,-1.8,88,2024-09-27 02:45:16,0.0003,0.003,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5993,0.6003,0.4286,0.8824,0.879,0.8726,-2.6,89,2024-09-27 02:45:27,0.0003,0.003,10.0,32.0,empty,
esm-t33-pretrained,2,0.5535,0.5702,0.3857,0.8438,0.8671,0.8823,0.2,90,2024-09-27 02:45:35,0.0003,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5978,0.6089,0.4143,0.9062,0.8784,0.8893,0.6,91,2024-09-27 02:45:41,0.0003,0.005,4.0,30.0,empty,
esm-t33-pretrained,2,0.5003,0.5351,0.3571,0.7576,0.8429,0.8778,0.0,92,2024-09-27 02:45:49,0.0003,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5978,0.5703,0.4143,0.9062,0.8458,0.88,-0.6,93,2024-09-27 02:45:55,0.0003,0.005,4.0,31.0,empty,
esm-t33-pretrained,2,0.5048,0.4942,0.3714,0.7429,0.8399,0.8904,-1.0,94,2024-09-27 02:46:02,0.0003,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6035,0.6085,0.4571,0.8421,0.8585,0.9239,0.0,95,2024-09-27 02:46:09,0.0003,0.005,4.0,32.0,empty,
esm-t33-pretrained,2,0.5657,0.5792,0.4,0.8485,0.8608,0.8751,-0.8,96,2024-09-27 02:46:18,0.0003,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6239,0.6251,0.4714,0.8684,0.9049,0.892,-2.2,97,2024-09-27 02:46:26,0.0003,0.005,6.0,30.0,empty,
esm-t33-pretrained,2,0.5106,0.5662,0.4286,0.6667,0.861,0.8413,-1.0,98,2024-09-27 02:46:36,0.0003,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6221,0.5982,0.4571,0.8889,0.8617,0.9128,-0.4,99,2024-09-27 02:46:44,0.0003,0.005,6.0,31.0,empty,
esm-t33-pretrained,2,0.5088,0.5058,0.3,0.913,0.8405,0.8953,0.6,100,2024-09-27 02:46:53,0.0003,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5743,0.6374,0.4714,0.75,0.9075,0.8972,-0.6,101,2024-09-27 02:47:01,0.0003,0.005,6.0,32.0,empty,
esm-t33-pretrained,2,0.5085,0.5373,0.5143,0.5625,0.8615,0.8547,-5.0,102,2024-09-27 02:47:14,0.0003,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.3222,0.4964,0.5857,0.2515,0.8423,0.8155,-3.4,103,2024-09-27 02:47:27,0.0003,0.005,10.0,30.0,empty,
esm-t33-pretrained,2,0.5331,0.5345,0.4857,0.6415,0.829,0.874,-2.4,104,2024-09-27 02:47:40,0.0003,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5628,0.5959,0.5,0.6863,0.8943,0.8837,-3.0,105,2024-09-27 02:47:52,0.0003,0.005,10.0,31.0,empty,
esm-t33-pretrained,2,0.4888,0.4932,0.3714,0.7027,0.8319,0.8445,-1.8,106,2024-09-27 02:48:04,0.0003,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5221,0.5822,0.3714,0.7879,0.9041,0.8897,-2.2,107,2024-09-27 02:48:16,0.0003,0.005,10.0,32.0,empty,
esm-t33-pretrained,2,0.6239,0.5918,0.4714,0.8684,0.8567,0.8972,-0.8,108,2024-09-27 02:48:23,0.0003,0.007,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6203,0.5846,0.5,0.814,0.8576,0.8897,0.0,109,2024-09-27 02:48:30,0.0003,0.007,4.0,30.0,empty,
esm-t33-pretrained,2,0.5714,0.564,0.4857,0.7234,0.846,0.8849,-1.2,110,2024-09-27 02:48:37,0.0003,0.007,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5387,0.58,0.5,0.6364,0.8373,0.7646,0.0,111,2024-09-27 02:48:44,0.0003,0.007,4.0,31.0,empty,
esm-t33-pretrained,2,0.5283,0.5131,0.3571,0.8333,0.8323,0.8972,-1.0,112,2024-09-27 02:48:51,0.0003,0.007,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6094,0.5582,0.4286,0.9091,0.7665,0.8823,0.0,113,2024-09-27 02:48:57,0.0003,0.007,4.0,32.0,empty,
esm-t33-pretrained,2,0.541,0.5646,0.3714,0.8387,0.869,0.8603,-2.6,114,2024-09-27 02:49:06,0.0003,0.007,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6011,0.5887,0.4857,0.7907,0.8589,0.8772,-0.2,115,2024-09-27 02:49:15,0.0003,0.007,6.0,30.0,empty,
esm-t33-pretrained,2,0.5413,0.5967,0.4571,0.6957,0.8487,0.8936,-0.6,116,2024-09-27 02:49:24,0.0003,0.007,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6035,0.588,0.4571,0.8421,0.87,0.9222,-0.2,117,2024-09-27 02:49:32,0.0003,0.007,6.0,31.0,empty,
esm-t33-pretrained,2,0.4853,0.4955,0.3,0.84,0.8209,0.8653,0.0,118,2024-09-27 02:49:42,0.0003,0.007,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6174,0.6281,0.4857,0.8293,0.9001,0.9089,-0.8,119,2024-09-27 02:49:50,0.0003,0.007,6.0,32.0,empty,
esm-t33-pretrained,2,0.5444,0.5591,0.5143,0.6316,0.8522,0.8583,-4.4,120,2024-09-27 02:50:03,0.0003,0.007,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5875,0.5757,0.4143,0.8788,0.8771,0.8897,-0.8,121,2024-09-27 02:50:15,0.0003,0.007,10.0,30.0,empty,
esm-t33-pretrained,2,0.5346,0.5364,0.4571,0.6809,0.8015,0.868,-1.8,122,2024-09-27 02:50:28,0.0003,0.007,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.574,0.6027,0.3857,0.9,0.885,0.8702,0.0,123,2024-09-27 02:50:40,0.0003,0.007,10.0,31.0,empty,
esm-t33-pretrained,2,0.4621,0.4816,0.4143,0.58,0.8402,0.7641,-5.0,124,2024-09-27 02:50:53,0.0003,0.007,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5481,0.5851,0.3429,0.9231,0.8496,0.9049,-0.2,125,2024-09-27 02:51:04,0.0003,0.007,10.0,32.0,empty,
esm-t33-pretrained,2,0.5896,0.5507,0.4286,0.8571,0.8826,0.9089,-1.8,126,2024-09-27 02:51:12,0.0003,0.01,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6156,0.5822,0.5143,0.7826,0.8638,0.9112,-0.4,127,2024-09-27 02:51:18,0.0003,0.01,4.0,30.0,empty,
esm-t33-pretrained,2,0.592,0.5746,0.4429,0.8378,0.8557,0.8856,0.2,128,2024-09-27 02:51:26,0.0003,0.01,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6091,0.574,0.4857,0.8095,0.8341,0.8404,0.2,129,2024-09-27 02:51:32,0.0003,0.01,4.0,31.0,empty,
esm-t33-pretrained,2,0.4735,0.4952,0.3286,0.7419,0.8384,0.9017,-1.4,130,2024-09-27 02:51:40,0.0003,0.01,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5863,0.5906,0.4571,0.8,0.8175,0.9112,-0.4,131,2024-09-27 02:51:46,0.0003,0.01,4.0,32.0,empty,
esm-t33-pretrained,2,0.5352,0.5621,0.3286,0.92,0.8653,0.8603,0.8,132,2024-09-27 02:51:55,0.0003,0.01,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5599,0.5586,0.4714,0.7174,0.8487,0.8547,0.2,133,2024-09-27 02:52:04,0.0003,0.01,6.0,30.0,empty,
esm-t33-pretrained,2,0.5803,0.5604,0.4286,0.8333,0.8153,0.8653,-1.2,134,2024-09-27 02:52:13,0.0003,0.01,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5978,0.6007,0.4143,0.9062,0.8922,0.8481,-1.2,135,2024-09-27 02:52:21,0.0003,0.01,6.0,31.0,empty,
esm-t33-pretrained,2,0.541,0.4764,0.3714,0.8387,0.7447,0.8778,0.0,136,2024-09-27 02:52:30,0.0003,0.01,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5993,0.5867,0.4286,0.8824,0.8827,0.8936,0.2,137,2024-09-27 02:52:39,0.0003,0.01,6.0,32.0,empty,
esm-t33-pretrained,2,0.5617,0.5409,0.3714,0.8966,0.8347,0.8302,-0.8,138,2024-09-27 02:52:52,0.0003,0.01,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5628,0.5583,0.5,0.6863,0.8947,0.8166,-0.4,139,2024-09-27 02:53:05,0.0003,0.01,10.0,30.0,empty,
esm-t33-pretrained,2,0.5684,0.5857,0.4143,0.8286,0.874,0.88,-2.0,140,2024-09-27 02:53:18,0.0003,0.01,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.2751,0.5251,0.7,0.1801,0.8698,0.8807,-2.6,141,2024-09-27 02:53:29,0.0003,0.01,10.0,31.0,empty,
esm-t33-pretrained,2,0.5003,0.5289,0.3571,0.7576,0.86,0.8079,-1.2,142,2024-09-27 02:53:42,0.0003,0.01,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.541,0.5224,0.3714,0.8387,0.8113,0.8758,0.4,143,2024-09-27 02:53:54,0.0003,0.01,10.0,32.0,empty,
esm-t33-pretrained,3,0.5746,0.5644,0.4429,0.7949,0.8581,0.8762,-0.2,0,2024-09-27 02:54:01,0.0001,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.574,0.5401,0.3857,0.9,0.6909,0.8831,-0.2,1,2024-09-27 02:54:08,0.0001,0.003,4.0,30.0,empty,
esm-t33-pretrained,3,0.5385,0.5644,0.4,0.7778,0.8448,0.8747,-0.4,2,2024-09-27 02:54:15,0.0001,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.6333,0.5729,0.4714,0.8919,0.8574,0.9142,-1.6,3,2024-09-27 02:54:22,0.0001,0.003,4.0,31.0,empty,
esm-t33-pretrained,3,0.5617,0.5069,0.3714,0.8966,0.8093,0.8988,-0.8,4,2024-09-27 02:54:29,0.0001,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5948,0.5905,0.4571,0.8205,0.8756,0.8682,-0.8,5,2024-09-27 02:54:35,0.0001,0.003,4.0,32.0,empty,
esm-t33-pretrained,3,0.4966,0.5342,0.3714,0.7222,0.851,0.8486,-0.6,6,2024-09-27 02:54:45,0.0001,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5627,0.552,0.4571,0.7442,0.8834,0.9033,-0.2,7,2024-09-27 02:54:53,0.0001,0.003,6.0,30.0,empty,
esm-t33-pretrained,3,0.5236,0.5436,0.3286,0.8846,0.8312,0.8665,1.0,8,2024-09-27 02:55:03,0.0001,0.003,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.4784,0.5538,0.3143,0.7857,0.8838,0.8323,0.0,9,2024-09-27 02:55:11,0.0001,0.003,6.0,31.0,empty,
esm-t33-pretrained,3,0.481,0.5384,0.2714,0.9048,0.8673,0.854,0.4,10,2024-09-27 02:55:20,0.0001,0.003,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,3,0.5803,0.6004,0.4286,0.8333,0.8934,0.7561,-1.8,11,2024-09-27 02:55:28,0.0001,0.003,6.0,32.0,empty,
esm-t33-pretrained,3,0.4674,0.4885,0.4571,0.5424,0.8465,0.7675,-4.8,12,2024-09-27 02:55:41,0.0001,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
