model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,hp_combination,finished_at,base_lr,max_lr,cycle_size,model_kwargs.freeze_layer_count,pretrained_weight_path,empty
esm-t33-pretrained,1,0.4866,0.5804,0.5857,0.4659,0.8579,0.693,-4.0,0,2024-09-27 02:07:55,0.0001,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4768,0.5925,0.5286,0.4933,0.8349,0.6638,-4.4,1,2024-09-27 02:08:01,0.0001,0.003,4.0,30.0,empty,
esm-t33-pretrained,1,0.5657,0.5769,0.4,0.8485,0.8558,0.6519,-0.4,2,2024-09-27 02:08:08,0.0001,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4411,0.5706,0.5857,0.3981,0.8269,0.6796,-4.8,3,2024-09-27 02:08:15,0.0001,0.003,4.0,31.0,empty,
esm-t33-pretrained,1,0.5236,0.5014,0.3286,0.8846,0.8362,0.6315,-0.2,4,2024-09-27 02:08:22,0.0001,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4028,0.6064,0.6286,0.3259,0.889,0.7169,-3.0,5,2024-09-27 02:08:29,0.0001,0.003,4.0,32.0,empty,
esm-t33-pretrained,1,0.469,0.5541,0.5429,0.4691,0.8336,0.732,-3.4,6,2024-09-27 02:08:39,0.0001,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5789,0.6196,0.5286,0.6852,0.887,0.7371,-3.0,7,2024-09-27 02:08:48,0.0001,0.003,6.0,30.0,empty,
esm-t33-pretrained,1,0.4975,0.5845,0.5714,0.4938,0.8567,0.6907,-4.8,8,2024-09-27 02:08:57,0.0001,0.003,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5069,0.5713,0.5,0.5738,0.8644,0.7414,-1.6,9,2024-09-27 02:09:06,0.0001,0.003,6.0,31.0,empty,
esm-t33-pretrained,1,0.433,0.5309,0.5,0.443,0.8665,0.6621,-2.6,10,2024-09-27 02:09:15,0.0001,0.003,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5743,0.6018,0.4714,0.75,0.8735,0.7371,-2.0,11,2024-09-27 02:09:24,0.0001,0.003,6.0,32.0,empty,
esm-t33-pretrained,1,0.4861,0.5786,0.5143,0.5217,0.8629,0.7414,-5.0,12,2024-09-27 02:09:37,0.0001,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.592,0.5784,0.4429,0.8378,0.8339,0.7305,-3.0,13,2024-09-27 02:09:50,0.0001,0.003,10.0,30.0,empty,
esm-t33-pretrained,1,0.4929,0.5766,0.5286,0.5211,0.8157,0.7238,-3.8,14,2024-09-27 02:10:03,0.0001,0.003,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5897,0.5836,0.4714,0.7857,0.8497,0.7387,-4.2,15,2024-09-27 02:10:16,0.0001,0.003,10.0,31.0,empty,
esm-t33-pretrained,1,0.4286,0.5221,0.4714,0.4583,0.8574,0.7049,-4.2,16,2024-09-27 02:10:29,0.0001,0.003,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4869,0.6215,0.6,0.4565,0.8866,0.7371,-4.8,17,2024-09-27 02:10:41,0.0001,0.003,10.0,32.0,empty,
esm-t33-pretrained,1,0.3567,0.5263,0.6286,0.2733,0.876,0.6367,-5.0,18,2024-09-27 02:10:49,0.0001,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6149,0.5908,0.4714,0.8462,0.8702,0.6439,-0.8,19,2024-09-27 02:10:56,0.0001,0.005,4.0,30.0,empty,
esm-t33-pretrained,1,0.4869,0.5481,0.6,0.4565,0.862,0.6808,-3.8,20,2024-09-27 02:11:04,0.0001,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5292,0.5697,0.5286,0.5873,0.8318,0.6523,-4.8,21,2024-09-27 02:11:11,0.0001,0.005,4.0,31.0,empty,
esm-t33-pretrained,1,0.541,0.5163,0.3714,0.8387,0.8664,0.6387,-0.6,22,2024-09-27 02:11:18,0.0001,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5394,0.6167,0.5286,0.6066,0.854,0.7387,-3.0,23,2024-09-27 02:11:25,0.0001,0.005,4.0,32.0,empty,
esm-t33-pretrained,1,0.5129,0.5744,0.5714,0.5195,0.879,0.694,-3.4,24,2024-09-27 02:11:35,0.0001,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6091,0.5233,0.4857,0.8095,0.6908,0.6537,-4.8,25,2024-09-27 02:11:44,0.0001,0.005,6.0,30.0,empty,
esm-t33-pretrained,1,0.5401,0.57,0.5857,0.5541,0.8492,0.6817,-4.0,26,2024-09-27 02:11:53,0.0001,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5871,0.5816,0.5143,0.72,0.8407,0.7149,-2.2,27,2024-09-27 02:12:03,0.0001,0.005,6.0,31.0,empty,
esm-t33-pretrained,1,0.4723,0.574,0.4571,0.5517,0.8636,0.676,-3.0,28,2024-09-27 02:12:13,0.0001,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5898,0.617,0.5,0.7447,0.9014,0.7238,-1.0,29,2024-09-27 02:12:21,0.0001,0.005,6.0,32.0,empty,
esm-t33-pretrained,1,0.5194,0.5996,0.5857,0.519,0.8609,0.6674,-5.0,30,2024-09-27 02:12:35,0.0001,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6233,0.6047,0.5143,0.8,0.874,0.7169,-3.8,31,2024-09-27 02:12:48,0.0001,0.005,10.0,30.0,empty,
esm-t33-pretrained,1,0.5161,0.5894,0.4857,0.6071,0.8636,0.7238,-3.8,32,2024-09-27 02:13:02,0.0001,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5565,0.5558,0.5,0.6731,0.8252,0.698,-4.2,33,2024-09-27 02:13:14,0.0001,0.005,10.0,31.0,empty,
esm-t33-pretrained,1,0.4209,0.5113,0.4429,0.4697,0.8361,0.6907,-4.2,34,2024-09-27 02:13:27,0.0001,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.3437,0.5948,0.6714,0.2461,0.8596,0.6638,-4.0,35,2024-09-27 02:13:42,0.0001,0.005,10.0,32.0,empty,
esm-t33-pretrained,1,0.5069,0.5728,0.5,0.5738,0.8858,0.631,-5.0,36,2024-09-27 02:13:49,0.0001,0.007,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.612,0.537,0.5286,0.7551,0.6476,0.6787,-3.8,37,2024-09-27 02:13:56,0.0001,0.007,4.0,30.0,empty,
esm-t33-pretrained,1,0.5162,0.5631,0.4429,0.6596,0.8713,0.6439,-2.4,38,2024-09-27 02:14:03,0.0001,0.007,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6203,0.6034,0.5,0.814,0.9026,0.6288,-1.6,39,2024-09-27 02:14:10,0.0001,0.007,4.0,31.0,empty,
esm-t33-pretrained,1,0.5365,0.5476,0.3429,0.8889,0.8674,0.6387,-0.2,40,2024-09-27 02:14:17,0.0001,0.007,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5916,0.5831,0.5286,0.7115,0.8264,0.7026,-3.0,41,2024-09-27 02:14:23,0.0001,0.007,4.0,32.0,empty,
esm-t33-pretrained,1,0.5222,0.5824,0.5,0.6034,0.8697,0.7099,-2.8,42,2024-09-27 02:14:32,0.0001,0.007,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.3093,0.5928,0.7429,0.1977,0.8785,0.6487,-2.8,43,2024-09-27 02:14:41,0.0001,0.007,6.0,30.0,empty,
esm-t33-pretrained,1,0.5561,0.5957,0.5571,0.6094,0.8477,0.732,-1.6,44,2024-09-27 02:14:51,0.0001,0.007,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.3299,0.5705,0.7571,0.2112,0.8812,0.6692,-5.0,45,2024-09-27 02:14:59,0.0001,0.007,6.0,31.0,empty,
esm-t33-pretrained,1,0.5352,0.5309,0.3286,0.92,0.8282,0.6643,1.0,46,2024-09-27 02:15:08,0.0001,0.007,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4399,0.6186,0.6286,0.3729,0.901,0.72,-2.2,47,2024-09-27 02:15:17,0.0001,0.007,6.0,32.0,empty,
esm-t33-pretrained,1,0.4552,0.5566,0.5857,0.4184,0.8766,0.7184,-4.8,48,2024-09-27 02:15:31,0.0001,0.007,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5684,0.5698,0.4143,0.8286,0.8918,0.6589,0.6,49,2024-09-27 02:15:43,0.0001,0.007,10.0,30.0,empty,
esm-t33-pretrained,1,0.4796,0.5738,0.5714,0.4651,0.8819,0.7359,-4.4,50,2024-09-27 02:15:57,0.0001,0.007,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5858,0.5522,0.4857,0.7556,0.854,0.6764,-0.4,51,2024-09-27 02:16:09,0.0001,0.007,10.0,31.0,empty,
esm-t33-pretrained,1,0.4146,0.4696,0.4,0.5,0.8092,0.6764,-5.0,52,2024-09-27 02:16:22,0.0001,0.007,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.592,0.5945,0.4429,0.8378,0.8731,0.7359,-4.0,53,2024-09-27 02:16:34,0.0001,0.007,10.0,32.0,empty,
esm-t33-pretrained,1,0.1864,0.4715,0.8286,0.1107,0.842,0.658,-3.6,54,2024-09-27 02:16:42,0.0001,0.01,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5827,0.6001,0.5,0.7292,0.891,0.6386,0.4,55,2024-09-27 02:16:49,0.0001,0.01,4.0,30.0,empty,
esm-t33-pretrained,1,0.5398,0.5451,0.4714,0.6735,0.823,0.6547,-0.6,56,2024-09-27 02:16:57,0.0001,0.01,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5897,0.5909,0.4714,0.7857,0.8851,0.6642,0.0,57,2024-09-27 02:17:04,0.0001,0.01,4.0,31.0,empty,
esm-t33-pretrained,1,0.495,0.5437,0.2857,0.9091,0.8628,0.6242,0.6,58,2024-09-27 02:17:11,0.0001,0.01,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6011,0.583,0.4857,0.7907,0.8282,0.6439,-0.4,59,2024-09-27 02:17:18,0.0001,0.01,4.0,32.0,empty,
esm-t33-pretrained,1,0.6239,0.6096,0.4714,0.8684,0.8897,0.6589,0.4,60,2024-09-27 02:17:28,0.0001,0.01,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.3144,0.5615,0.8,0.1898,0.8938,0.6439,-3.6,61,2024-09-27 02:17:36,0.0001,0.01,6.0,30.0,empty,
esm-t33-pretrained,1,0.5585,0.5658,0.4429,0.7561,0.8004,0.6401,0.4,62,2024-09-27 02:17:46,0.0001,0.01,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.601,0.6303,0.5143,0.75,0.8931,0.7149,-2.4,63,2024-09-27 02:17:55,0.0001,0.01,6.0,31.0,empty,
esm-t33-pretrained,1,0.5978,0.5373,0.4143,0.9062,0.8303,0.6718,-1.4,64,2024-09-27 02:18:04,0.0001,0.01,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.469,0.6236,0.5429,0.4691,0.9026,0.7063,-4.8,65,2024-09-27 02:18:12,0.0001,0.01,6.0,32.0,empty,
esm-t33-pretrained,1,0.4955,0.5806,0.4857,0.5667,0.8828,0.7117,-4.8,66,2024-09-27 02:18:26,0.0001,0.01,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5898,0.5192,0.5,0.7447,0.8794,0.6674,-1.6,67,2024-09-27 02:18:39,0.0001,0.01,10.0,30.0,empty,
esm-t33-pretrained,1,0.5741,0.5801,0.5143,0.6923,0.8122,0.7172,-3.2,68,2024-09-27 02:18:52,0.0001,0.01,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6261,0.6033,0.4857,0.85,0.871,0.68,-1.8,69,2024-09-27 02:19:05,0.0001,0.01,10.0,31.0,empty,
esm-t33-pretrained,1,0.5363,0.54,0.4429,0.7045,0.8741,0.7049,-2.0,70,2024-09-27 02:19:18,0.0001,0.01,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.597,0.6012,0.5,0.7609,0.8756,0.7218,-4.6,71,2024-09-27 02:19:30,0.0001,0.01,10.0,32.0,empty,
esm-t33-pretrained,1,0.5993,0.5971,0.4286,0.8824,0.8597,0.6649,0.8,72,2024-09-27 02:19:38,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4832,0.5698,0.5857,0.4607,0.8518,0.7099,-3.6,74,2024-09-27 02:19:52,0.0003,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5898,0.5746,0.5,0.7447,0.8316,0.7252,-3.8,75,2024-09-27 02:19:59,0.0003,0.003,4.0,31.0,empty,
esm-t33-pretrained,1,0.4966,0.4957,0.3714,0.7222,0.8409,0.5715,-1.0,76,2024-09-27 02:20:07,0.0003,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4275,0.6225,0.6571,0.3433,0.8954,0.7218,-4.0,77,2024-09-27 02:20:13,0.0003,0.003,4.0,32.0,empty,
esm-t33-pretrained,1,0.5305,0.5844,0.5429,0.5758,0.8449,0.6888,-2.8,78,2024-09-27 02:20:23,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5012,0.5782,0.5714,0.5,0.8485,0.7149,-4.0,80,2024-09-27 02:20:42,0.0003,0.003,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5394,0.6245,0.5286,0.6066,0.8981,0.7371,-2.0,81,2024-09-27 02:20:50,0.0003,0.003,6.0,31.0,empty,
esm-t33-pretrained,1,0.4146,0.5171,0.4,0.5,0.8603,0.6817,-2.2,82,2024-09-27 02:20:59,0.0003,0.003,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6261,0.6313,0.4857,0.85,0.8818,0.7359,-1.4,83,2024-09-27 02:21:07,0.0003,0.003,6.0,32.0,empty,
esm-t33-pretrained,1,0.4697,0.5522,0.4714,0.5323,0.8355,0.7228,-4.8,84,2024-09-27 02:21:20,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5058,0.5632,0.5286,0.5441,0.8478,0.7252,-5.0,86,2024-09-27 02:21:46,0.0003,0.003,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6094,0.592,0.4286,0.9091,0.878,0.658,-0.2,87,2024-09-27 02:21:58,0.0003,0.003,10.0,31.0,empty,
esm-t33-pretrained,1,0.4338,0.5139,0.4,0.5385,0.8346,0.68,-2.0,88,2024-09-27 02:22:10,0.0003,0.003,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4796,0.5768,0.5714,0.4651,0.8792,0.708,-5.0,89,2024-09-27 02:22:22,0.0003,0.003,10.0,32.0,empty,
esm-t33-pretrained,1,0.6012,0.6179,0.4429,0.8611,0.8859,0.6492,0.8,90,2024-09-27 02:22:29,0.0003,0.005,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6045,0.6227,0.5,0.7778,0.879,0.6492,-1.0,91,2024-09-27 02:22:36,0.0003,0.005,4.0,30.0,empty,
esm-t33-pretrained,1,0.4552,0.5254,0.5857,0.4184,0.8614,0.6764,-4.0,92,2024-09-27 02:22:43,0.0003,0.005,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5805,0.6082,0.5143,0.7059,0.8673,0.6935,-4.6,93,2024-09-27 02:22:49,0.0003,0.005,4.0,31.0,empty,
esm-t33-pretrained,1,0.5153,0.51,0.3429,0.8276,0.8638,0.6213,-0.6,94,2024-09-27 02:22:56,0.0003,0.005,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5693,0.6154,0.5,0.7,0.8604,0.7149,-3.2,95,2024-09-27 02:23:03,0.0003,0.005,4.0,32.0,empty,
esm-t33-pretrained,1,0.5038,0.6002,0.5143,0.5538,0.8611,0.72,-3.0,96,2024-09-27 02:23:12,0.0003,0.005,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.567,0.6489,0.4714,0.7333,0.9136,0.6692,-0.8,97,2024-09-27 02:23:21,0.0003,0.005,6.0,30.0,empty,
esm-t33-pretrained,1,0.5012,0.6027,0.5714,0.5,0.8502,0.7099,-4.2,98,2024-09-27 02:23:30,0.0003,0.005,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4869,0.6139,0.5571,0.4875,0.8775,0.6891,-4.4,99,2024-09-27 02:23:38,0.0003,0.005,6.0,31.0,empty,
esm-t33-pretrained,1,0.4407,0.5254,0.4571,0.4923,0.8501,0.6881,-4.0,100,2024-09-27 02:23:47,0.0003,0.005,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.3523,0.6192,0.8,0.2196,0.9001,0.7269,-3.0,101,2024-09-27 02:23:55,0.0003,0.005,6.0,32.0,empty,
esm-t33-pretrained,1,0.5132,0.6048,0.5143,0.5714,0.8751,0.6746,-5.0,102,2024-09-27 02:24:08,0.0003,0.005,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6221,0.5832,0.4571,0.8889,0.8702,0.662,-1.4,103,2024-09-27 02:24:20,0.0003,0.005,10.0,30.0,empty,
esm-t33-pretrained,1,0.4955,0.6086,0.5429,0.5135,0.8648,0.687,-5.0,104,2024-09-27 02:24:33,0.0003,0.005,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.567,0.6101,0.4714,0.7333,0.8794,0.7038,-1.6,105,2024-09-27 02:24:45,0.0003,0.005,10.0,31.0,empty,
esm-t33-pretrained,1,0.4146,0.4919,0.4,0.5,0.8333,0.7105,-4.0,106,2024-09-27 02:24:59,0.0003,0.005,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.3635,0.5515,0.6,0.2917,0.8633,0.7238,-4.2,107,2024-09-27 02:25:11,0.0003,0.005,10.0,32.0,empty,
esm-t33-pretrained,1,0.5875,0.5972,0.4143,0.8788,0.8855,0.6589,0.6,108,2024-09-27 02:25:19,0.0003,0.007,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5933,0.5707,0.4857,0.7727,0.8143,0.6344,-0.2,109,2024-09-27 02:25:26,0.0003,0.007,4.0,30.0,empty,
esm-t33-pretrained,1,0.5398,0.5905,0.4714,0.6735,0.8703,0.6288,-2.0,110,2024-09-27 02:25:33,0.0003,0.007,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5678,0.5534,0.5143,0.6792,0.7448,0.6761,-5.0,111,2024-09-27 02:25:40,0.0003,0.007,4.0,31.0,empty,
esm-t33-pretrained,1,0.4799,0.5249,0.3857,0.6585,0.8481,0.5978,-1.2,112,2024-09-27 02:25:48,0.0003,0.007,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5038,0.5711,0.5143,0.5538,0.841,0.6881,-3.0,113,2024-09-27 02:25:54,0.0003,0.007,4.0,32.0,empty,
esm-t33-pretrained,1,0.6203,0.5838,0.5,0.814,0.8577,0.6907,-1.8,114,2024-09-27 02:26:04,0.0003,0.007,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6174,0.6168,0.4857,0.8293,0.8983,0.666,-0.8,115,2024-09-27 02:26:13,0.0003,0.007,6.0,30.0,empty,
esm-t33-pretrained,1,0.5474,0.6075,0.5714,0.5797,0.8532,0.72,-3.4,116,2024-09-27 02:26:23,0.0003,0.007,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5258,0.6286,0.5429,0.5672,0.8843,0.705,-2.6,117,2024-09-27 02:26:31,0.0003,0.007,6.0,31.0,empty,
esm-t33-pretrained,1,0.4756,0.4934,0.4429,0.5741,0.7988,0.6544,-3.0,118,2024-09-27 02:26:41,0.0003,0.007,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4025,0.5923,0.6,0.3387,0.9072,0.72,-3.0,119,2024-09-27 02:26:49,0.0003,0.007,6.0,32.0,empty,
esm-t33-pretrained,1,0.5273,0.572,0.4857,0.6296,0.8827,0.6856,-4.8,120,2024-09-27 02:27:03,0.0003,0.007,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5236,0.5603,0.3286,0.8846,0.8647,0.6474,0.0,121,2024-09-27 02:27:15,0.0003,0.007,10.0,30.0,empty,
esm-t33-pretrained,1,0.5012,0.5834,0.5714,0.5,0.8386,0.7029,-5.0,122,2024-09-27 02:27:29,0.0003,0.007,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6425,0.631,0.4286,1.0,0.8867,0.6749,1.6,123,2024-09-27 02:27:41,0.0003,0.007,10.0,31.0,empty,
esm-t33-pretrained,1,0.4667,0.5038,0.3857,0.6279,0.8369,0.6603,-3.0,124,2024-09-27 02:27:54,0.0003,0.007,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4235,0.6009,0.5571,0.39,0.896,0.7424,-4.8,125,2024-09-27 02:28:06,0.0003,0.007,10.0,32.0,empty,
esm-t33-pretrained,1,0.6091,0.6064,0.4857,0.8095,0.8799,0.6492,-1.0,126,2024-09-27 02:28:14,0.0003,0.01,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5962,0.6238,0.5429,0.7037,0.9025,0.6492,-1.0,127,2024-09-27 02:28:21,0.0003,0.01,4.0,30.0,empty,
esm-t33-pretrained,1,0.5413,0.5766,0.4571,0.6957,0.8896,0.6364,-1.8,128,2024-09-27 02:28:28,0.0003,0.01,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5832,0.5348,0.4429,0.8158,0.8651,0.6401,-0.8,129,2024-09-27 02:28:35,0.0003,0.01,4.0,31.0,empty,
esm-t33-pretrained,1,0.4966,0.5317,0.3714,0.7222,0.8325,0.6418,-1.8,130,2024-09-27 02:28:42,0.0003,0.01,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5058,0.5787,0.5286,0.5441,0.8385,0.6639,-5.0,131,2024-09-27 02:28:49,0.0003,0.01,4.0,32.0,empty,
esm-t33-pretrained,1,0.5978,0.6026,0.4714,0.8049,0.873,0.666,-0.6,132,2024-09-27 02:28:58,0.0003,0.01,6.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5939,0.627,0.5143,0.7347,0.9045,0.6566,-2.8,133,2024-09-27 02:29:07,0.0003,0.01,6.0,30.0,empty,
esm-t33-pretrained,1,0.5703,0.5167,0.4571,0.7619,0.6995,0.6513,-1.8,134,2024-09-27 02:29:17,0.0003,0.01,6.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.4393,0.6001,0.5714,0.404,0.8764,0.6764,-4.0,135,2024-09-27 02:29:25,0.0003,0.01,6.0,31.0,empty,
esm-t33-pretrained,1,0.5313,0.5346,0.3714,0.8125,0.8265,0.6589,0.4,136,2024-09-27 02:29:34,0.0003,0.01,6.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5414,0.6021,0.5571,0.5821,0.8863,0.698,-4.6,137,2024-09-27 02:29:43,0.0003,0.01,6.0,32.0,empty,
esm-t33-pretrained,1,0.5353,0.6096,0.5429,0.5846,0.8952,0.673,-4.4,138,2024-09-27 02:29:57,0.0003,0.01,10.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.6395,0.6269,0.5143,0.8372,0.908,0.6674,-2.2,139,2024-09-27 02:30:09,0.0003,0.01,10.0,30.0,empty,
esm-t33-pretrained,1,0.5978,0.5495,0.4714,0.8049,0.8343,0.6856,-0.2,140,2024-09-27 02:30:22,0.0003,0.01,10.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.5504,0.6111,0.5,0.6604,0.9047,0.6685,-5.0,141,2024-09-27 02:30:34,0.0003,0.01,10.0,31.0,empty,
esm-t33-pretrained,1,0.5243,0.5564,0.4286,0.6977,0.8523,0.6692,-3.6,142,2024-09-27 02:30:47,0.0003,0.01,10.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,1,0.3267,0.5232,0.7714,0.2053,0.8672,0.7002,-4.8,143,2024-09-27 02:30:58,0.0003,0.01,10.0,32.0,empty,
esm-t33-pretrained,2,0.5545,0.5343,0.4286,0.7692,0.8567,0.8897,-0.6,0,2024-09-27 02:31:06,0.0001,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6035,0.5941,0.4571,0.8421,0.8686,0.9163,0.6,1,2024-09-27 02:31:12,0.0001,0.003,4.0,30.0,empty,
esm-t33-pretrained,2,0.526,0.5588,0.3857,0.7714,0.8443,0.9375,-0.4,2,2024-09-27 02:31:20,0.0001,0.003,4.0,31.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.6126,0.5772,0.4571,0.8649,0.8586,0.9016,-1.4,3,2024-09-27 02:31:27,0.0001,0.003,4.0,31.0,empty,
esm-t33-pretrained,2,0.5602,0.4967,0.3429,0.96,0.8164,0.8824,-0.4,4,2024-09-27 02:31:34,0.0001,0.003,4.0,32.0,weight/atpbind3d-1930_esm-t33_1.pt,
esm-t33-pretrained,2,0.5978,0.6089,0.4143,0.9062,0.8834,0.9384,0.0,5,2024-09-27 02:31:40,0.0001,0.003,4.0,32.0,empty,
