model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,hp_combination,finished_at
esm-t33-gearnet-lr3e-6,0,0.5776,0.6093,0.5178,0.6816,0.9316,0.7828,-1.2,0,2024-09-30 05:16:21
