model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,base_lr,max_lr,cycle_size,model_kwargs.lm_freeze_layer_count,pretrained_weight_path,hp_combination,finished_at
esm-t33-gearnet-pretrained,4,0.0,0.0486,0.0,,0.3027,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 04:58:32
esm-t33-gearnet-pretrained,4,0.0909,0.1481,0.5,0.1045,0.6277,0.133,1.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 04:58:36
esm-t33-gearnet-pretrained,4,-0.0511,0.0574,0.0,0.0,0.4228,-0.039,2.6,0.0003,0.003,2,30,empty,5,2024-10-01 04:58:41
esm-t33-gearnet-pretrained,4,0.5107,0.5668,0.35,0.8077,0.8451,0.438,1.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 04:58:46
esm-t33-gearnet-pretrained,4,0.4464,0.6193,0.2833,0.7727,0.9198,0.495,1.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 04:58:52
esm-t33-gearnet-pretrained,4,0.3014,0.5937,0.9,0.1725,0.8872,0.2442,3.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 04:58:57
esm-t33-gearnet-pretrained,4,-0.0097,0.0721,0.0,0.0,0.5268,0.0,-0.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 04:59:03
esm-t33-gearnet-pretrained,4,0.2996,0.3439,0.6333,0.2262,0.7697,0.3051,3.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 04:59:08
esm-t33-gearnet-pretrained,4,0.0727,0.3379,1.0,0.077,0.8543,0.0515,1.8,0.0003,0.003,3,30,empty,11,2024-10-01 04:59:13
esm-t33-gearnet-pretrained,4,0.2375,0.2622,0.25,0.3261,0.6416,0.2565,-2.4,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 04:59:20
esm-t33-gearnet-pretrained,4,0.3189,0.4484,0.4333,0.325,0.8657,0.4845,1.8,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 04:59:26
esm-t33-gearnet-pretrained,4,0.5641,0.6815,0.3833,0.8846,0.921,0.6632,1.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 04:59:33
esm-t33-gearnet-pretrained,4,-0.0097,0.1028,0.0,0.0,0.6679,0.0,-2.2,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 04:59:39
esm-t33-gearnet-pretrained,4,0.4239,0.3572,0.2833,0.7083,0.7448,0.5332,3.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 04:59:45
esm-t33-gearnet-pretrained,4,0.6122,0.6861,0.6,0.6792,0.922,0.7616,3.0,0.0003,0.003,4,30,empty,17,2024-10-01 04:59:52
esm-t33-gearnet-pretrained,4,0.8198,0.8796,0.7667,0.902,0.9653,0.7683,1.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 05:00:00
esm-t33-gearnet-pretrained,4,0.7594,0.8366,0.7833,0.7705,0.9718,0.5679,3.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 05:00:08
esm-t33-gearnet-pretrained,4,0.7249,0.834,0.8,0.6957,0.9656,0.6496,2.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 05:00:16
esm-t33-gearnet-pretrained,4,0.5627,0.6562,0.3667,0.9167,0.9458,0.584,0.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 05:00:24
esm-t33-gearnet-pretrained,4,0.481,0.5387,0.6667,0.4167,0.9025,0.4716,2.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 05:00:33
esm-t33-gearnet-pretrained,4,0.6138,0.7574,0.75,0.5556,0.9378,0.6943,3.0,0.0003,0.003,6,30,empty,23,2024-10-01 05:00:41
esm-t33-gearnet-pretrained,4,0.8234,0.8502,0.8,0.8727,0.9529,0.786,-0.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 05:00:53
esm-t33-gearnet-pretrained,4,0.8093,0.8889,0.75,0.9,0.9723,0.7289,1.4,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 05:01:05
esm-t33-gearnet-pretrained,4,0.8288,0.8679,0.7667,0.92,0.9596,0.7683,1.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 05:01:17
esm-t33-gearnet-pretrained,4,0.7756,0.8692,0.6833,0.9111,0.9699,0.8013,2.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 05:01:29
esm-t33-gearnet-pretrained,4,0.7197,0.7946,0.6667,0.8163,0.9617,0.8675,-2.8,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 05:01:41
esm-t33-gearnet-pretrained,4,0.7789,0.8375,0.7167,0.8776,0.9669,0.8013,2.0,0.0003,0.003,10,30,empty,29,2024-10-01 05:01:52
esm-t33-gearnet-pretrained,0,0.0,0.0433,0.0,,0.1981,0.247,-0.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 15:14:57
esm-t33-gearnet-pretrained,0,0.0,0.0435,0.0,,0.2179,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 15:15:01
esm-t33-gearnet-pretrained,0,0.0,0.0461,0.0,,0.2615,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 15:15:06
esm-t33-gearnet-pretrained,0,0.0,0.053,0.0,,0.3631,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 15:15:10
esm-t33-gearnet-pretrained,0,0.0238,0.3753,1.0,0.0726,0.8832,0.0264,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 15:15:15
esm-t33-gearnet-pretrained,0,0.0,0.0502,0.0,,0.3277,0.0,-5.0,0.0003,0.003,2,30,empty,5,2024-10-01 15:15:19
esm-t33-gearnet-pretrained,0,-0.0257,0.0438,0.0,0.0,0.2172,0.247,-1.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 15:15:24
esm-t33-gearnet-pretrained,0,0.2371,0.3708,0.2833,0.2982,0.7823,0.3693,2.4,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 15:15:30
esm-t33-gearnet-pretrained,0,-0.0194,0.1129,0.0,0.0,0.6791,0.1159,-4.6,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 15:15:35
esm-t33-gearnet-pretrained,0,-0.0097,0.065,0.0,0.0,0.4898,0.0,-4.4,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 15:15:41
esm-t33-gearnet-pretrained,0,0.1937,0.2929,0.6,0.1513,0.7356,0.1716,3.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 15:15:46
esm-t33-gearnet-pretrained,0,-0.0645,0.0658,0.3333,0.0536,0.4809,-0.021,-2.4,0.0003,0.003,3,30,empty,11,2024-10-01 15:15:51
esm-t33-gearnet-pretrained,0,0.0312,0.065,0.0167,0.1667,0.3977,0.247,0.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 15:15:57
esm-t33-gearnet-pretrained,0,0.795,0.862,0.85,0.7727,0.9755,0.8537,3.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 15:16:03
esm-t33-gearnet-pretrained,0,0.0252,0.259,0.0167,0.1429,0.8269,0.1957,-5.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 15:16:10
esm-t33-gearnet-pretrained,0,-0.0137,0.0639,0.0,0.0,0.4809,0.0,-5.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 15:16:16
esm-t33-gearnet-pretrained,0,-0.0137,0.0608,0.0,0.0,0.4551,0.0,2.8,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 15:16:22
esm-t33-gearnet-pretrained,0,0.0757,0.131,0.5333,0.0961,0.6127,0.0869,-3.8,0.0003,0.003,4,30,empty,17,2024-10-01 15:16:28
esm-t33-gearnet-pretrained,0,0.6512,0.6118,0.5333,0.8421,0.7849,0.8288,-0.6,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 15:16:36
esm-t33-gearnet-pretrained,0,0.6403,0.751,0.7,0.6364,0.9403,0.8308,2.6,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 15:16:44
esm-t33-gearnet-pretrained,0,0.6919,0.7716,0.75,0.6818,0.9517,0.8095,2.6,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 15:16:52
esm-t33-gearnet-pretrained,0,-0.0137,0.0867,0.0,0.0,0.6077,0.0,-5.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 15:17:00
esm-t33-gearnet-pretrained,0,-0.0137,0.1145,0.0,0.0,0.6465,0.35,-2.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 15:17:08
esm-t33-gearnet-pretrained,0,0.3061,0.3345,0.2667,0.4444,0.7521,0.4309,0.6,0.0003,0.003,6,30,empty,23,2024-10-01 15:17:16
esm-t33-gearnet-pretrained,0,0.755,0.8098,0.6667,0.8889,0.9567,0.9315,2.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 15:17:28
esm-t33-gearnet-pretrained,0,0.7972,0.8141,0.7167,0.9149,0.9629,0.905,1.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 15:17:39
esm-t33-gearnet-pretrained,0,0.8152,0.8317,0.8,0.8571,0.9667,0.905,0.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 15:17:50
esm-t33-gearnet-pretrained,0,0.7115,0.7741,0.6167,0.8605,0.9549,0.9008,1.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 15:18:02
esm-t33-gearnet-pretrained,0,0.7368,0.793,0.6667,0.8511,0.9715,0.8973,0.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 15:18:13
esm-t33-gearnet-pretrained,0,0.7422,0.8214,0.6333,0.9048,0.9632,0.9658,2.8,0.0003,0.003,10,30,empty,29,2024-10-01 15:18:25
esm-t33-gearnet-pretrained,1,0.0252,0.0579,0.0167,0.1429,0.3489,0.2351,-1.2,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 15:18:29
esm-t33-gearnet-pretrained,1,0.0,0.0599,0.0,,0.4284,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 15:18:34
esm-t33-gearnet-pretrained,1,0.0,0.0475,0.0,,0.2831,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 15:18:39
esm-t33-gearnet-pretrained,1,0.0,0.0473,0.0,,0.276,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 15:18:43
esm-t33-gearnet-pretrained,1,0.1315,0.3025,0.8833,0.0965,0.8198,0.1685,1.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 15:18:48
esm-t33-gearnet-pretrained,1,-0.0217,0.0507,0.0,0.0,0.3301,0.0,-4.8,0.0003,0.003,2,30,empty,5,2024-10-01 15:18:52
esm-t33-gearnet-pretrained,1,-0.0097,0.101,0.0,0.0,0.5496,0.2351,-1.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 15:18:58
esm-t33-gearnet-pretrained,1,0.0,0.0594,0.0,,0.4252,0.0,-5.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 15:19:03
esm-t33-gearnet-pretrained,1,0.0,0.0651,0.0,,0.4907,0.0,-5.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 15:19:08
esm-t33-gearnet-pretrained,1,0.0,0.0571,0.0,,0.4161,0.0,-5.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 15:19:14
esm-t33-gearnet-pretrained,1,0.1382,0.2702,0.5833,0.1211,0.7346,0.2016,2.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 15:19:19
esm-t33-gearnet-pretrained,1,0.0,0.0451,0.0,,0.231,0.0,-5.0,0.0003,0.003,3,30,empty,11,2024-10-01 15:19:24
esm-t33-gearnet-pretrained,1,-0.0307,0.0601,0.0,0.0,0.4161,0.1552,-2.4,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 15:19:31
esm-t33-gearnet-pretrained,1,-0.0097,0.1618,0.0,0.0,0.7468,0.0,-5.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 15:19:37
esm-t33-gearnet-pretrained,1,0.0,0.0894,0.0,,0.6188,0.0,-5.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 15:19:43
esm-t33-gearnet-pretrained,1,0.0,0.0875,0.0,,0.6065,0.0,-5.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 15:19:49
esm-t33-gearnet-pretrained,1,-0.0137,0.0552,0.0,0.0,0.3889,-0.0113,2.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 15:19:56
esm-t33-gearnet-pretrained,1,-0.0115,0.0647,0.0167,0.0526,0.4751,-0.0302,3.0,0.0003,0.003,4,30,empty,17,2024-10-01 15:20:02
esm-t33-gearnet-pretrained,1,0.7295,0.7446,0.6,0.9231,0.9076,0.869,0.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 15:20:09
esm-t33-gearnet-pretrained,1,0.724,0.847,0.8833,0.631,0.9708,0.8916,2.4,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 15:20:17
esm-t33-gearnet-pretrained,1,0.7051,0.7687,0.6333,0.8261,0.9462,0.8864,-1.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 15:20:25
esm-t33-gearnet-pretrained,1,-0.0307,0.1489,0.0,0.0,0.757,0.1552,-5.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 15:20:33
esm-t33-gearnet-pretrained,1,0.3617,0.3578,0.2167,0.6842,0.8267,0.6057,0.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 15:20:41
esm-t33-gearnet-pretrained,1,-0.0168,0.0595,0.0,0.0,0.4013,0.0,-0.4,0.0003,0.003,6,30,empty,23,2024-10-01 15:20:49
esm-t33-gearnet-pretrained,1,0.7112,0.7416,0.7,0.7636,0.8627,0.8712,-3.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 15:21:01
esm-t33-gearnet-pretrained,1,0.6791,0.8469,0.85,0.5862,0.9487,0.9057,-5.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 15:21:12
esm-t33-gearnet-pretrained,1,0.7565,0.825,0.8,0.75,0.9551,0.9057,-3.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 15:21:23
esm-t33-gearnet-pretrained,1,0.7673,0.8102,0.75,0.8182,0.9698,0.9036,-0.8,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 15:21:35
esm-t33-gearnet-pretrained,1,0.6785,0.7645,0.6833,0.7193,0.9669,0.8953,2.8,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 15:21:46
esm-t33-gearnet-pretrained,1,0.5484,0.5905,0.45,0.7297,0.8468,0.8332,0.8,0.0003,0.003,10,30,empty,29,2024-10-01 15:21:58
esm-t33-gearnet-pretrained,2,0.3304,0.3303,0.1167,1.0,0.6744,0.4824,0.2,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 15:22:02
esm-t33-gearnet-pretrained,2,0.0,0.0523,0.0,,0.3599,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 15:22:07
esm-t33-gearnet-pretrained,2,0.0,0.0476,0.0,,0.2843,0.0,-1.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 15:22:11
esm-t33-gearnet-pretrained,2,0.0,0.0469,0.0,,0.2724,0.0,1.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 15:22:16
esm-t33-gearnet-pretrained,2,0.0,0.3953,1.0,0.0721,0.8852,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 15:22:20
esm-t33-gearnet-pretrained,2,0.0,0.0479,0.0,,0.2916,0.0,-5.0,0.0003,0.003,2,30,empty,5,2024-10-01 15:22:25
esm-t33-gearnet-pretrained,2,0.7254,0.7884,0.65,0.8478,0.9377,0.7726,0.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 15:22:30
esm-t33-gearnet-pretrained,2,0.0,0.0875,0.0,,0.6038,0.0,-4.4,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 15:22:36
esm-t33-gearnet-pretrained,2,0.0,0.0451,0.0,,0.2454,0.0,-5.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 15:22:41
esm-t33-gearnet-pretrained,2,0.0,0.0537,0.0,,0.3773,0.0,-0.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 15:22:46
esm-t33-gearnet-pretrained,2,0.182,0.3506,0.85,0.117,0.823,0.2066,3.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 15:22:52
esm-t33-gearnet-pretrained,2,-0.0089,0.0674,0.0833,0.0649,0.4613,-0.0147,1.8,0.0003,0.003,3,30,empty,11,2024-10-01 15:22:57
esm-t33-gearnet-pretrained,2,0.6321,0.6793,0.4667,0.9032,0.9008,0.7489,1.4,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 15:23:03
esm-t33-gearnet-pretrained,2,0.3552,0.6516,0.9333,0.2022,0.9247,0.3825,2.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 15:23:09
esm-t33-gearnet-pretrained,2,0.2493,0.4538,0.0667,1.0,0.8569,0.3164,-5.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 15:23:15
esm-t33-gearnet-pretrained,2,-0.0217,0.0841,0.0,0.0,0.5943,0.0402,-2.2,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 15:23:22
esm-t33-gearnet-pretrained,2,0.3206,0.3647,0.75,0.2153,0.8324,0.2752,3.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 15:23:28
esm-t33-gearnet-pretrained,2,0.0363,0.1411,0.5167,0.0824,0.59,0.0747,-3.6,0.0003,0.003,4,30,empty,17,2024-10-01 15:23:34
esm-t33-gearnet-pretrained,2,0.7771,0.7806,0.7,0.8936,0.9382,0.8037,2.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 15:23:42
esm-t33-gearnet-pretrained,2,0.3409,0.6782,0.85,0.209,0.9209,0.3546,2.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 15:23:50
esm-t33-gearnet-pretrained,2,0.2143,0.5825,1.0,0.1147,0.8988,0.1806,3.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 15:23:58
esm-t33-gearnet-pretrained,2,-0.0097,0.094,0.0,0.0,0.6447,0.077,-3.4,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 15:24:05
esm-t33-gearnet-pretrained,2,0.4548,0.5186,0.7667,0.3382,0.9212,0.5096,2.6,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 15:24:13
esm-t33-gearnet-pretrained,2,0.3966,0.3912,0.3667,0.5116,0.782,0.4979,3.0,0.0003,0.003,6,30,empty,23,2024-10-01 15:24:21
esm-t33-gearnet-pretrained,2,0.7756,0.8182,0.6833,0.9111,0.932,0.85,1.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 15:24:33
esm-t33-gearnet-pretrained,2,0.768,0.7937,0.7,0.875,0.9207,0.8065,1.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 15:24:44
esm-t33-gearnet-pretrained,2,0.7726,0.7798,0.7333,0.8462,0.953,0.8204,1.4,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 15:24:56
esm-t33-gearnet-pretrained,2,0.6738,0.7196,0.6667,0.7273,0.9208,0.8204,-4.2,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 15:25:07
esm-t33-gearnet-pretrained,2,0.7237,0.7994,0.75,0.7377,0.9664,0.8204,-0.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 15:25:19
esm-t33-gearnet-pretrained,2,0.7438,0.7789,0.65,0.8864,0.937,0.8018,2.0,0.0003,0.003,10,30,empty,29,2024-10-01 15:25:30
esm-t33-gearnet-pretrained,3,0.2669,0.2727,0.3167,0.322,0.7467,0.4056,-3.2,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 15:25:35
esm-t33-gearnet-pretrained,3,0.2519,0.5537,0.8667,0.1486,0.8746,0.2468,0.8,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 15:25:39
esm-t33-gearnet-pretrained,3,0.0,0.0463,0.0,,0.2651,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 15:25:44
esm-t33-gearnet-pretrained,3,0.0,0.0447,0.0,,0.2306,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 15:25:49
esm-t33-gearnet-pretrained,3,-0.0217,0.0512,0.0,0.0,0.3349,0.0,-1.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 15:25:53
esm-t33-gearnet-pretrained,3,-0.0097,0.047,0.0,0.0,0.2738,0.0,-5.0,0.0003,0.003,2,30,empty,5,2024-10-01 15:25:58
esm-t33-gearnet-pretrained,3,0.4953,0.545,0.4667,0.5957,0.8543,0.5647,-1.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 15:26:03
esm-t33-gearnet-pretrained,3,0.1641,0.552,1.0,0.0971,0.8816,0.1278,3.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 15:26:09
esm-t33-gearnet-pretrained,3,0.356,0.43,0.1667,0.8333,0.845,0.6322,-3.6,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 15:26:14
esm-t33-gearnet-pretrained,3,0.0,0.0577,0.0,,0.4241,0.0,-5.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 15:26:20
